"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,455.70,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
1,455.40,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
2,455.22,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
3,455.37,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
4,455.29,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
5,455.26,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
6,455.22,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
7,455.22,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
8,455.22,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
9,455.29,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
10,455.11,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
11,455.26,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
12,455.33,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
13,455.37,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
14,455.70,26.2,-0.93,1.22,211,-0.932,,,,,,,,,,,,,,,,,,
15,455.70,26.2,-0.93,1.22,211,-0.932,,,,,,,,,,,,,,,,,,
16,455.70,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
17,455.74,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
18,455.81,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
19,455.81,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
20,455.74,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
21,455.59,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
22,455.55,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
23,455.74,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
24,455.48,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
25,455.74,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
26,455.77,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
27,455.81,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
28,455.70,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
29,455.29,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
30,455.26,26.2,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
31,455.29,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
32,455.29,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
33,455.37,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
34,455.55,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
35,455.44,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
36,455.51,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
37,455.55,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
38,455.77,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
39,455.77,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
40,455.81,26.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
41,455.85,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
42,456.03,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
43,456.40,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
44,456.59,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
45,456.63,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
46,456.77,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
47,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
48,456.89,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
49,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
50,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
51,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
52,456.89,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
53,456.81,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
54,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
55,456.89,26.1,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
56,456.89,26.1,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
57,456.96,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
58,456.92,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
59,456.63,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
60,456.03,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
61,456.00,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
62,456.37,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
63,456.37,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
64,455.81,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
65,456.00,26.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
66,456.07,26.1,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
67,456.03,26.1,-0.93,1.22,210,-0.932,,,,,,,,,,,,,,,,,,
