"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,451.67,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
1,451.41,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
2,450.74,25.3,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
3,450.04,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
4,449.96,25.3,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
5,449.59,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
6,449.26,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
7,449.07,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
8,448.85,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
9,448.78,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
10,448.63,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
11,448.63,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
12,448.44,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
13,448.41,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
14,448.22,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
15,448.00,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
16,447.85,25.3,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
17,447.81,25.3,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
18,447.63,25.3,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
19,447.44,25.3,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
20,447.18,25.3,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
21,447.00,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
22,446.92,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
23,446.81,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
24,446.59,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
25,446.29,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
26,446.11,25.3,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
