"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,435.76,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
1,435.43,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
2,435.35,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
3,435.17,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
4,434.76,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
5,434.54,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
6,434.42,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
7,434.31,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
8,433.98,24.5,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
9,433.64,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
10,433.46,24.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
11,433.23,24.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
12,433.09,24.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
13,432.90,24.5,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
14,432.79,24.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
15,432.79,24.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
16,432.75,24.5,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
17,432.68,24.5,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
18,432.60,24.5,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
19,432.64,24.5,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
20,432.57,24.5,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
21,432.42,24.5,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
22,432.04,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
23,431.90,24.6,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
24,431.78,24.6,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
25,431.75,24.5,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
26,431.45,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
27,431.19,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
28,431.34,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
29,431.04,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
30,431.00,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
31,430.86,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
32,430.67,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
33,430.48,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
34,430.22,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
35,430.19,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
36,429.89,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
37,429.85,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
38,429.29,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
39,429.07,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
40,428.96,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
41,428.92,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
42,428.77,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
43,428.85,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
44,428.62,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
45,428.51,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
46,428.51,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
47,428.51,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
48,428.48,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
49,428.36,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
50,428.22,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
51,428.10,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
52,428.07,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
53,428.07,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
54,428.03,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
55,428.03,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
56,427.92,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
57,427.77,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
58,427.55,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
59,427.43,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
60,427.32,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
61,427.10,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
62,426.80,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
63,425.95,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
64,426.51,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
65,426.36,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
66,425.99,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
67,425.80,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
68,425.69,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
69,425.58,24.6,-0.93,1.19,203,-0.932,,,,,,,,,,,,,,,,,,
70,425.69,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
71,425.39,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
72,425.35,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
73,425.32,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
74,425.24,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
75,425.43,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
76,425.43,24.6,-0.93,1.18,201,-0.932,,,,,,,,,,,,,,,,,,
77,425.32,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
78,425.17,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
79,425.13,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
80,424.98,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
81,424.94,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
82,424.87,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
83,424.87,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
84,424.80,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
85,424.57,24.6,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
86,424.94,24.5,-0.93,1.19,202,-0.932,,,,,,,,,,,,,,,,,,
87,424.65,24.5,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
88,424.54,24.5,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
89,424.46,24.5,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
90,423.72,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
91,423.46,24.6,-0.93,1.19,201,-0.932,,,,,,,,,,,,,,,,,,
92,423.38,24.6,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
93,423.49,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
94,423.27,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
95,423.09,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
96,423.01,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
97,423.01,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
98,423.23,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
99,423.31,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
100,423.27,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
101,423.27,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
102,423.23,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
103,423.27,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
104,423.27,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
105,423.31,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
106,423.23,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
107,423.31,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
108,423.20,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
109,423.16,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
110,422.97,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
111,422.94,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
112,422.86,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
113,422.83,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
114,422.71,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
115,422.71,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
116,422.68,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
117,422.68,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
118,422.16,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
119,422.27,24.5,-0.93,1.18,200,-0.932,,,,,,,,,,,,,,,,,,
120,422.16,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
121,422.12,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
122,421.97,24.5,-0.93,1.18,199,-0.932,,,,,,,,,,,,,,,,,,
