Date & time of file creation	7/16/2019 08:11																																													
Raw data file path	C:\Users\yaa23\Desktop\Resp\20190716_PredatorExp_blankPre_raw.txt																																													
Data file path	C:\Users\yaa23\Desktop\Resp\20190716_PredatorExp_blankPre.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	49.8162	28.8175	0.00	100.00	17.19	17.40																																							
Chamber 2	1	52.0787	29.3562	0.00	100.00	17.19	17.40																																							
Chamber 3	1	55.4062	28.7425	0.00	100.00	17.18	17.40																																							
Chamber 4	1	53.3363	29.4662	0.00	100.00	17.19	17.40																																							
																																														
Chamber 6	1	44.3075	28.7325	0.00	100.00	16.88	17.36																																							
Chamber 7	1	45.0000	28.7338	0.00	100.00	17.46	17.36																																							
Chamber 8	1	48.5650	28.7688	0.00	100.00	16.89	17.37																																							
																																														
																																														
Ambient temp N°1	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
Ambient temp N°2	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	16.128	1.01100000000000	0	1	10	Not used	Not used	Not used																																						
Chamber 2	16.128	0.812	0	1	Not used	Not used	Not used	Not used																																						
Chamber 3	16.128	1.091	0	1	Not used	Not used	Not used	Not used																																						
Chamber 4	16.128	1.076	0	1	Not used	Not used	Not used	Not used																																						
																																														
Chamber 6	16.128	0.768	0	1	Not used	Not used	Not used	Not used																																						
Chamber 7	16.128	0.818	0	1	Not used	Not used	Not used	Not used																																						
Chamber 8	16.128	0.949	0	1	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [V]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
7/16/2019/08:11:25	Flush	1017.7	0.0	28.7975	17.42	100.14	29.3400	17.42	100.11	28.7275	17.42	100.10	29.4462	17.42	100.14	NaN	17.37	NaN	28.7563	17.37	99.68	28.7362	17.37	99.94	28.7600	17.37	100.09	NaN	NaN	NaN	NaN	17.4200	17.42	OFF	17.3700	17.37	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/08:11:26	Flush	1017.7	0.0	28.7963	17.42	100.14	29.3525	17.42	99.98	28.7200	17.42	100.16	29.4563	17.42	100.04	NaN	17.37	NaN	28.7450	17.37	99.81	28.7250	17.37	100.07	28.7625	17.37	100.06	NaN	NaN	NaN	NaN	17.4200	17.42	OFF	17.3700	17.37	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/08:11:27	Flush	1017.7	0.0	28.8062	17.42	100.04	29.3350	17.42	100.14	28.7263	17.42	100.10	29.4475	17.42	100.12	NaN	17.37	NaN	28.7375	17.37	99.89	28.7100	17.37	100.23	28.7700	17.37	99.99	NaN	NaN	NaN	NaN	17.4200	17.42	OFF	17.3663	17.37	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/08:11:28	F1   	1017.7	0.0	28.8100	17.42	100.01	29.3325	17.42	100.17	28.7362	17.42	100.01	29.4462	17.42	100.13	NaN	17.37	NaN	28.7387	17.37	99.90	28.7063	17.37	100.29	28.7662	17.37	100.04	NaN	NaN	NaN	NaN	17.4200	17.42	OFF	17.3637	17.36	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/08:11:29	F1   	1017.7	0.0	28.8100	17.42	100.01	29.3463	17.42	100.03	28.7275	17.42	100.09	29.4500	17.42	100.10	NaN	17.36	NaN	28.7312	17.36	99.99	28.7075	17.36	100.29	28.7600	17.36	100.11	NaN	NaN	NaN	NaN	17.4138	17.41	OFF	17.3700	17.37	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
