"Time","Q-S102 O2","Q-G265 Flow V","Q-S151 CO2","Probe Temp","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
2398,3.99,1.23,494.89,23.8,212,3.990,,,,,,,,,,,,,,,,,,
2399,3.99,1.23,495.00,23.8,212,3.990,,,,,,,,,,,,,,,,,,
2400,3.99,1.23,495.11,23.8,212,3.991,,,,,,,,,,,,,,,,,,
2401,3.99,1.23,495.22,23.8,212,3.991,,,,,,,,,,,,,,,,,,
2402,3.99,1.23,495.25,23.8,212,3.991,,,,,,,,,,,,,,,,,,
2403,3.99,1.24,495.29,23.8,214,3.992,,,,,,,,,,,,,,,,,,
2404,3.99,1.23,495.77,23.8,213,3.994,,,,,,,,,,,,,,,,,,
2405,4.00,1.23,495.48,23.8,213,3.996,,,,,,,,,,,,,,,,,,
2406,4.00,1.23,495.88,23.8,213,3.998,,,,,,,,,,,,,,,,,,
2407,4.00,1.23,496.40,23.8,213,4.001,,,,,,,,,,,,,,,,,,
2408,4.00,1.23,496.80,23.8,213,4.004,,,,,,,,,,,,,,,,,,
2409,4.00,1.23,497.14,23.8,213,4.007,,,,,,,,,,,,,,,,,,
2410,4.01,1.23,497.62,23.8,213,4.009,,,,,,,,,,,,,,,,,,
2411,4.01,1.23,497.87,23.8,213,4.011,,,,,,,,,,,,,,,,,,
2412,4.01,1.23,498.13,23.8,213,4.013,,,,,,,,,,,,,,,,,,
2413,4.01,1.24,498.61,23.8,214,4.014,,,,,,,,,,,,,,,,,,
2414,4.02,1.24,498.98,23.8,214,4.014,,,,,,,,,,,,,,,,,,
2415,4.02,1.24,499.42,23.8,213,4.014,,,,,,,,,,,,,,,,,,
2416,4.01,1.24,499.64,23.8,213,4.014,,,,,,,,,,,,,,,,,,
2417,4.01,1.24,499.28,23.8,213,4.014,,,,,,,,,,,,,,,,,,
2418,4.01,1.24,499.20,23.8,214,4.014,,,,,,,,,,,,,,,,,,
2419,4.01,1.23,498.46,23.8,213,4.015,,,,,,,,,,,,,,,,,,
2420,4.02,1.23,497.65,23.8,213,4.015,,,,,,,,,,,,,,,,,,
2421,4.02,1.23,496.18,23.8,213,4.016,,,,,,,,,,,,,,,,,,
2422,4.02,1.24,494.52,23.8,213,4.016,,,,,,,,,,,,,,,,,,
2423,4.02,1.24,492.16,23.8,214,4.017,,,,,,,,,,,,,,,,,,
2424,4.02,1.24,489.54,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2425,4.02,1.24,486.33,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2426,4.02,1.24,483.23,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2427,4.02,1.24,479.57,23.8,214,4.017,,,,,,,,,,,,,,,,,,
2428,4.02,1.24,476.25,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2429,4.02,1.24,473.01,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2430,4.02,1.24,469.43,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2431,4.02,1.24,466.59,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2432,4.02,1.24,463.67,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2433,4.02,1.24,461.28,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2434,4.02,1.24,458.29,23.8,214,4.016,,,,,,,,,,,,,,,,,,
2435,4.02,1.24,456.22,23.8,215,4.016,,,,,,,,,,,,,,,,,,
2436,4.02,1.24,453.86,23.8,215,4.016,,,,,,,,,,,,,,,,,,
2437,4.02,1.24,452.27,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2438,4.02,1.24,450.50,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2439,4.02,1.24,448.84,23.8,215,4.017,,,,,,,,,,,,,,,,,,
2440,4.02,1.24,446.96,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2441,4.02,1.24,446.00,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2442,4.02,1.24,444.93,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2443,4.02,1.24,444.01,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2444,4.02,1.24,443.49,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2445,4.02,1.24,442.98,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2446,4.02,1.24,442.28,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2447,4.02,1.24,441.94,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2448,4.02,1.24,441.43,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2449,4.02,1.24,441.21,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2450,4.02,1.24,441.10,23.8,215,4.018,,,,,,,,,,,,,,,,,,
2451,4.02,1.24,440.80,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2452,4.02,1.24,440.58,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2453,4.02,1.24,440.43,23.8,213,4.017,,,,,,,,,,,,,,,,,,
2454,4.02,1.23,440.21,23.8,213,4.017,,,,,,,,,,,,,,,,,,
2455,4.02,1.23,439.88,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2456,4.02,1.23,439.43,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2457,4.02,1.24,439.55,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2458,4.02,1.23,439.32,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2459,4.02,1.24,439.03,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2460,4.02,1.24,439.03,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2461,4.02,1.23,439.03,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2462,4.02,1.24,438.96,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2463,4.02,1.24,438.84,23.8,213,4.018,,,,,,,,,,,,,,,,,,
2464,4.02,1.24,438.59,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2465,4.02,1.24,438.22,23.8,214,4.018,,,,,,,,,,,,,,,,,,
2466,4.02,1.24,438.37,23.7,214,4.019,,,,,,,,,,,,,,,,,,
2467,4.02,1.24,438.07,23.7,214,4.019,,,,,,,,,,,,,,,,,,
2468,4.02,1.24,438.07,23.8,214,4.019,,,,,,,,,,,,,,,,,,
2469,4.02,1.24,438.00,23.7,214,4.019,,,,,,,,,,,,,,,,,,
2470,4.02,1.24,437.96,23.7,214,4.019,,,,,,,,,,,,,,,,,,
2471,4.02,1.23,438.03,23.7,213,4.019,,,,,,,,,,,,,,,,,,
2472,4.02,1.23,437.77,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2473,4.02,1.23,437.55,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2474,4.02,1.24,437.85,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2475,4.02,1.23,438.00,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2476,4.02,1.24,438.11,23.7,214,4.018,,,,,,,,,,,,,,,,,,
2477,4.02,1.23,438.11,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2478,4.02,1.23,438.25,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2479,4.02,1.23,438.25,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2480,4.02,1.24,438.40,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2481,4.02,1.24,438.51,23.7,214,4.018,,,,,,,,,,,,,,,,,,
2482,4.02,1.24,438.51,23.7,214,4.018,,,,,,,,,,,,,,,,,,
2483,4.02,1.24,438.62,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2484,4.02,1.23,438.62,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2485,4.02,1.23,438.73,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2486,4.02,1.23,438.59,23.7,213,4.018,,,,,,,,,,,,,,,,,,
2487,4.02,1.24,438.73,23.7,214,4.018,,,,,,,,,,,,,,,,,,
2488,4.02,1.24,438.96,23.7,214,4.018,,,,,,,,,,,,,,,,,,
2489,4.02,1.24,438.92,23.7,214,4.017,,,,,,,,,,,,,,,,,,
2490,4.02,1.24,438.99,23.7,214,4.017,,,,,,,,,,,,,,,,,,
2491,4.02,1.24,438.59,23.7,214,4.017,,,,,,,,,,,,,,,,,,
2492,4.02,1.24,438.59,23.7,214,4.016,,,,,,,,,,,,,,,,,,
2493,4.01,1.24,438.55,23.7,214,4.015,,,,,,,,,,,,,,,,,,
2494,4.02,1.24,438.92,23.7,214,4.015,,,,,,,,,,,,,,,,,,
2495,4.01,1.24,438.77,23.7,213,4.014,,,,,,,,,,,,,,,,,,
2496,4.01,1.24,438.14,23.7,214,4.013,,,,,,,,,,,,,,,,,,
2497,4.01,1.24,438.00,23.7,213,4.012,,,,,,,,,,,,,,,,,,
2498,4.01,1.24,438.03,23.7,214,4.011,,,,,,,,,,,,,,,,,,
2499,4.01,1.23,437.81,23.7,213,4.009,,,,,,,,,,,,,,,,,,
2500,4.01,1.23,437.63,23.7,213,4.008,,,,,,,,,,,,,,,,,,
2501,4.01,1.23,437.44,23.7,212,4.007,,,,,,,,,,,,,,,,,,
2502,4.00,1.23,437.41,23.7,212,4.006,,,,,,,,,,,,,,,,,,
2503,4.00,1.23,437.70,23.7,213,4.005,,,,,,,,,,,,,,,,,,
2504,4.00,1.23,437.63,23.7,213,4.004,,,,,,,,,,,,,,,,,,
2505,4.00,1.23,437.77,23.7,213,4.002,,,,,,,,,,,,,,,,,,
2506,4.00,1.23,437.89,23.7,212,4.001,,,,,,,,,,,,,,,,,,
2507,4.00,1.23,437.92,23.7,212,4.000,,,,,,,,,,,,,,,,,,
2508,4.00,1.23,437.96,23.7,211,3.999,,,,,,,,,,,,,,,,,,
2509,4.00,1.23,438.25,23.7,211,3.999,,,,,,,,,,,,,,,,,,
2510,4.00,1.23,438.25,23.7,212,3.998,,,,,,,,,,,,,,,,,,
2511,4.00,1.23,438.40,23.7,212,3.998,,,,,,,,,,,,,,,,,,
2512,4.00,1.23,438.70,23.7,212,3.998,,,,,,,,,,,,,,,,,,
2513,3.99,1.23,438.55,23.7,212,3.997,,,,,,,,,,,,,,,,,,
2514,4.00,1.23,438.92,23.7,212,3.997,,,,,,,,,,,,,,,,,,
2515,4.00,1.23,438.99,23.7,212,3.997,,,,,,,,,,,,,,,,,,
2516,4.00,1.23,439.03,23.7,211,3.997,,,,,,,,,,,,,,,,,,
2517,4.00,1.23,439.03,23.7,212,3.997,,,,,,,,,,,,,,,,,,
2518,4.00,1.23,439.03,23.7,212,3.997,,,,,,,,,,,,,,,,,,
2519,4.00,1.23,439.14,23.7,212,3.996,,,,,,,,,,,,,,,,,,
2520,4.00,1.23,439.10,23.7,213,3.996,,,,,,,,,,,,,,,,,,
2521,3.99,1.23,439.32,23.7,213,3.995,,,,,,,,,,,,,,,,,,
2522,3.99,1.23,439.47,23.7,213,3.994,,,,,,,,,,,,,,,,,,
2523,3.99,1.23,439.43,23.7,213,3.994,,,,,,,,,,,,,,,,,,
2524,3.99,1.23,439.43,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2525,3.99,1.23,439.51,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2526,3.99,1.23,439.40,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2527,3.99,1.23,439.51,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2528,3.99,1.23,439.58,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2529,3.99,1.23,439.55,23.7,211,3.994,,,,,,,,,,,,,,,,,,
2530,3.99,1.23,439.62,23.7,211,3.994,,,,,,,,,,,,,,,,,,
2531,3.99,1.23,439.88,23.7,212,3.994,,,,,,,,,,,,,,,,,,
2532,3.99,1.23,440.03,23.7,213,3.994,,,,,,,,,,,,,,,,,,
2533,3.99,1.24,440.14,23.7,213,3.994,,,,,,,,,,,,,,,,,,
2534,3.99,1.24,439.91,23.7,213,3.994,,,,,,,,,,,,,,,,,,
2535,3.99,1.24,440.14,23.7,214,3.993,,,,,,,,,,,,,,,,,,
2536,3.99,1.24,440.58,23.7,213,3.993,,,,,,,,,,,,,,,,,,
2537,3.99,1.24,440.65,23.7,213,3.992,,,,,,,,,,,,,,,,,,
2538,3.99,1.24,440.62,23.7,213,3.992,,,,,,,,,,,,,,,,,,
2539,3.99,1.24,440.91,23.6,214,3.991,,,,,,,,,,,,,,,,,,
2540,3.99,1.24,441.02,23.7,214,3.991,,,,,,,,,,,,,,,,,,
2541,3.99,1.24,441.21,23.6,214,3.991,,,,,,,,,,,,,,,,,,
2542,3.99,1.23,441.10,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2543,3.99,1.23,441.50,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2544,3.99,1.23,441.76,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2545,3.99,1.23,441.87,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2546,3.99,1.23,441.94,23.6,212,3.991,,,,,,,,,,,,,,,,,,
2547,3.99,1.23,442.42,23.6,212,3.991,,,,,,,,,,,,,,,,,,
2548,3.99,1.23,442.50,23.6,212,3.991,,,,,,,,,,,,,,,,,,
2549,3.99,1.23,442.53,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2550,3.99,1.23,442.64,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2551,3.99,1.23,442.76,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2552,3.99,1.23,443.01,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2553,3.99,1.23,443.12,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2554,3.99,1.23,443.01,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2555,3.99,1.23,443.12,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2556,3.99,1.23,443.42,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2557,3.99,1.23,443.09,23.6,212,3.992,,,,,,,,,,,,,,,,,,
2558,3.99,1.23,443.31,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2559,3.99,1.23,443.38,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2560,3.99,1.23,443.42,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2561,3.99,1.23,443.49,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2562,3.99,1.23,443.57,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2563,3.99,1.23,443.49,23.6,212,3.993,,,,,,,,,,,,,,,,,,
2564,3.99,1.23,443.68,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2565,3.99,1.23,443.75,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2566,3.99,1.23,443.97,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2567,3.99,1.23,444.23,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2568,3.99,1.23,444.30,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2569,3.99,1.23,444.53,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2570,3.99,1.23,444.93,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2571,3.99,1.23,445.08,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2572,3.99,1.23,445.12,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2573,3.99,1.23,445.26,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2574,3.99,1.24,445.52,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2575,3.99,1.24,445.67,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2576,3.99,1.24,445.82,23.6,214,3.992,,,,,,,,,,,,,,,,,,
2577,3.99,1.24,446.00,23.6,214,3.992,,,,,,,,,,,,,,,,,,
2578,3.99,1.24,446.04,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2579,3.99,1.24,446.08,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2580,3.99,1.23,445.97,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2581,3.99,1.23,445.97,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2582,3.99,1.23,446.04,23.6,213,3.990,,,,,,,,,,,,,,,,,,
2583,3.99,1.23,446.00,23.6,213,3.990,,,,,,,,,,,,,,,,,,
2584,3.99,1.23,446.19,23.6,213,3.990,,,,,,,,,,,,,,,,,,
2585,3.99,1.23,446.37,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2586,3.99,1.23,446.48,23.6,213,3.991,,,,,,,,,,,,,,,,,,
2587,3.99,1.23,446.33,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2588,3.99,1.23,446.30,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2589,3.99,1.23,446.52,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2590,3.99,1.23,446.44,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2591,3.99,1.23,446.44,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2592,3.99,1.23,447.00,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2593,3.99,1.23,446.96,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2594,3.99,1.23,446.92,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2595,3.99,1.23,447.55,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2596,3.99,1.23,447.96,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2597,3.99,1.23,448.36,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2598,3.99,1.24,448.88,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2599,3.99,1.24,448.99,23.6,214,3.993,,,,,,,,,,,,,,,,,,
2600,3.99,1.24,449.06,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2601,3.99,1.24,449.21,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2602,3.99,1.23,449.47,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2603,3.99,1.24,449.58,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2604,3.99,1.24,449.65,23.6,213,3.993,,,,,,,,,,,,,,,,,,
2605,3.99,1.24,449.91,23.6,214,3.992,,,,,,,,,,,,,,,,,,
2606,3.99,1.24,449.95,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2607,3.99,1.24,450.13,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2608,3.99,1.23,450.17,23.6,213,3.992,,,,,,,,,,,,,,,,,,
2609,3.99,1.23,450.21,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2610,3.99,1.23,450.17,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2611,3.99,1.23,450.21,23.5,213,3.992,,,,,,,,,,,,,,,,,,
2612,3.99,1.23,450.21,23.5,213,3.992,,,,,,,,,,,,,,,,,,
2613,3.99,1.23,450.43,23.5,213,3.992,,,,,,,,,,,,,,,,,,
2614,3.99,1.23,450.61,23.5,213,3.992,,,,,,,,,,,,,,,,,,
2615,3.99,1.23,450.47,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2616,3.99,1.23,450.43,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2617,3.99,1.23,450.39,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2618,3.99,1.23,450.50,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2619,3.99,1.23,450.50,23.5,211,3.994,,,,,,,,,,,,,,,,,,
2620,3.99,1.23,450.76,23.5,211,3.995,,,,,,,,,,,,,,,,,,
2621,3.99,1.23,450.83,23.5,211,3.995,,,,,,,,,,,,,,,,,,
2622,3.99,1.23,451.09,23.5,211,3.995,,,,,,,,,,,,,,,,,,
2623,4.00,1.23,451.17,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2624,4.00,1.23,451.39,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2625,3.99,1.23,451.68,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2626,3.99,1.23,451.79,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2627,3.99,1.23,451.79,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2628,3.99,1.23,451.94,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2629,3.99,1.23,452.27,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2630,3.99,1.23,452.38,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2631,3.99,1.23,452.24,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2632,3.99,1.23,452.72,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2633,3.99,1.23,452.83,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2634,4.00,1.23,452.94,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2635,3.99,1.24,453.01,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2636,3.99,1.23,453.05,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2637,3.99,1.23,453.12,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2638,3.99,1.23,453.12,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2639,3.99,1.23,453.16,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2640,3.99,1.23,453.20,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2641,3.99,1.23,453.20,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2642,3.99,1.23,453.27,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2643,3.99,1.23,453.45,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2644,3.99,1.23,453.60,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2645,3.99,1.23,453.60,23.5,212,3.992,,,,,,,,,,,,,,,,,,
2646,3.99,1.23,453.86,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2647,3.99,1.23,453.79,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2648,3.99,1.23,453.75,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2649,3.99,1.23,453.64,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2650,3.99,1.23,453.68,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2651,3.99,1.23,454.01,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2652,3.99,1.23,453.93,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2653,3.99,1.23,454.04,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2654,3.99,1.23,454.12,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2655,3.99,1.23,454.30,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2656,4.00,1.23,454.41,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2657,3.99,1.23,454.67,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2658,3.99,1.23,454.75,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2659,3.99,1.23,454.78,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2660,3.99,1.23,455.08,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2661,4.00,1.23,455.37,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2662,3.99,1.23,455.37,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2663,3.99,1.23,455.45,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2664,4.00,1.23,455.67,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2665,3.99,1.23,455.70,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2666,4.00,1.23,455.85,23.5,213,3.996,,,,,,,,,,,,,,,,,,
2667,4.00,1.23,455.93,23.5,213,3.996,,,,,,,,,,,,,,,,,,
2668,4.00,1.23,456.15,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2669,4.00,1.23,456.22,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2670,3.99,1.23,456.37,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2671,4.00,1.23,456.30,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2672,3.99,1.23,456.33,23.5,213,3.993,,,,,,,,,,,,,,,,,,
2673,3.99,1.23,456.33,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2674,3.99,1.23,456.30,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2675,3.99,1.23,456.74,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2676,3.99,1.23,456.81,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2677,3.99,1.23,456.81,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2678,4.00,1.23,456.85,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2679,4.00,1.23,456.81,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2680,4.00,1.23,456.77,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2681,3.99,1.23,456.52,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2682,3.99,1.23,456.63,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2683,4.00,1.23,457.18,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2684,4.00,1.23,457.22,23.5,212,3.995,,,,,,,,,,,,,,,,,,
2685,3.99,1.24,457.25,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2686,4.00,1.24,457.22,23.5,213,3.995,,,,,,,,,,,,,,,,,,
2687,3.99,1.23,457.18,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2688,3.99,1.23,457.37,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2689,3.99,1.23,457.66,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2690,3.99,1.23,457.77,23.5,212,3.994,,,,,,,,,,,,,,,,,,
2691,3.99,1.23,457.88,23.5,213,3.994,,,,,,,,,,,,,,,,,,
2692,3.99,1.23,458.14,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2693,3.99,1.23,458.21,23.5,212,3.993,,,,,,,,,,,,,,,,,,
2694,3.99,1.23,458.29,23.5,213,3.993,,,,,,,,,,,,,,,,,,
2695,3.99,1.23,458.32,23.5,213,3.993,,,,,,,,,,,,,,,,,,
2696,3.99,1.23,458.43,23.5,213,3.993,,,,,,,,,,,,,,,,,,
2697,3.99,1.23,458.69,23.5,213,3.993,,,,,,,,,,,,,,,,,,
2698,4.00,1.23,458.88,23.4,213,3.994,,,,,,,,,,,,,,,,,,
2699,3.99,1.23,458.88,23.4,212,3.994,,,,,,,,,,,,,,,,,,
2700,3.99,1.23,459.10,23.4,213,3.994,,,,,,,,,,,,,,,,,,
2701,3.99,1.23,459.06,23.4,212,3.994,,,,,,,,,,,,,,,,,,
2702,3.99,1.23,459.17,23.4,213,3.994,,,,,,,,,,,,,,,,,,
2703,3.99,1.23,459.14,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2704,4.00,1.23,459.47,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2705,4.00,1.23,459.58,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2706,4.00,1.23,459.62,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2707,3.99,1.23,459.62,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2708,4.00,1.23,459.58,23.4,213,3.995,,,,,,,,,,,,,,,,,,
2709,3.99,1.24,459.43,23.4,214,3.994,,,,,,,,,,,,,,,,,,
2710,3.99,1.24,459.54,23.4,214,3.994,,,,,,,,,,,,,,,,,,
2711,3.99,1.24,459.43,23.4,214,3.995,,,,,,,,,,,,,,,,,,
2712,3.99,1.24,459.43,23.4,215,3.995,,,,,,,,,,,,,,,,,,
2713,3.99,1.24,459.50,23.4,215,3.995,,,,,,,,,,,,,,,,,,
2714,4.00,1.24,459.58,23.4,215,3.995,,,,,,,,,,,,,,,,,,
2715,3.99,1.24,459.62,23.4,215,3.994,,,,,,,,,,,,,,,,,,
2716,3.99,1.24,459.62,23.4,215,3.994,,,,,,,,,,,,,,,,,,
2717,3.99,1.24,459.69,23.4,215,3.993,,,,,,,,,,,,,,,,,,
2718,3.99,1.24,459.84,23.4,215,3.993,,,,,,,,,,,,,,,,,,
