"Time","Q-S102 O2","Q-G265 Flow V","Q-S151 CO2","Probe Temp","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,3.98,1.24,446.04,23.5,214,3.983,,,,,,,,,,,,,,,,,,
1,3.98,1.24,446.11,23.5,214,3.983,,,,,,,,,,,,,,,,,,
2,3.98,1.24,446.41,23.5,214,3.983,,,,,,,,,,,,,,,,,,
3,3.98,1.24,446.37,23.5,214,3.982,,,,,,,,,,,,,,,,,,
4,3.98,1.24,447.07,23.5,214,3.982,,,,,,,,,,,,,,,,,,
5,3.98,1.24,447.11,23.5,214,3.981,,,,,,,,,,,,,,,,,,
6,3.98,1.24,447.63,23.5,214,3.980,,,,,,,,,,,,,,,,,,
7,3.98,1.24,447.85,23.5,214,3.980,,,,,,,,,,,,,,,,,,
8,3.98,1.24,448.10,23.5,214,3.979,,,,,,,,,,,,,,,,,,
9,3.98,1.23,448.51,23.5,213,3.978,,,,,,,,,,,,,,,,,,
10,3.98,1.23,448.81,23.5,213,3.977,,,,,,,,,,,,,,,,,,
11,3.98,1.23,448.84,23.5,213,3.976,,,,,,,,,,,,,,,,,,
12,3.98,1.23,448.84,23.5,213,3.976,,,,,,,,,,,,,,,,,,
13,3.98,1.23,448.73,23.5,213,3.975,,,,,,,,,,,,,,,,,,
14,3.97,1.23,448.62,23.5,213,3.975,,,,,,,,,,,,,,,,,,
15,3.97,1.24,448.66,23.5,214,3.974,,,,,,,,,,,,,,,,,,
16,3.98,1.24,448.84,23.5,214,3.973,,,,,,,,,,,,,,,,,,
17,3.97,1.24,448.92,23.5,214,3.972,,,,,,,,,,,,,,,,,,
18,3.97,1.24,448.66,23.5,214,3.971,,,,,,,,,,,,,,,,,,
19,3.97,1.23,448.84,23.5,213,3.970,,,,,,,,,,,,,,,,,,
20,3.97,1.23,449.03,23.5,213,3.970,,,,,,,,,,,,,,,,,,
21,3.97,1.23,448.95,23.5,212,3.970,,,,,,,,,,,,,,,,,,
22,3.97,1.23,449.43,23.5,213,3.970,,,,,,,,,,,,,,,,,,
23,3.97,1.23,449.77,23.5,213,3.970,,,,,,,,,,,,,,,,,,
24,3.97,1.24,449.99,23.5,213,3.970,,,,,,,,,,,,,,,,,,
25,3.97,1.24,450.17,23.5,214,3.971,,,,,,,,,,,,,,,,,,
26,3.97,1.24,450.17,23.5,215,3.971,,,,,,,,,,,,,,,,,,
27,3.97,1.24,450.17,23.5,215,3.971,,,,,,,,,,,,,,,,,,
28,3.97,1.24,450.17,23.5,214,3.971,,,,,,,,,,,,,,,,,,
29,3.97,1.24,450.17,23.5,214,3.971,,,,,,,,,,,,,,,,,,
30,3.97,1.24,450.06,23.5,214,3.970,,,,,,,,,,,,,,,,,,
31,3.97,1.24,450.10,23.5,214,3.969,,,,,,,,,,,,,,,,,,
32,3.97,1.24,450.17,23.5,214,3.968,,,,,,,,,,,,,,,,,,
33,3.97,1.24,450.10,23.5,214,3.968,,,,,,,,,,,,,,,,,,
34,3.97,1.24,450.21,23.5,214,3.967,,,,,,,,,,,,,,,,,,
35,3.97,1.24,450.39,23.5,214,3.967,,,,,,,,,,,,,,,,,,
36,3.97,1.24,450.69,23.5,214,3.967,,,,,,,,,,,,,,,,,,
37,3.97,1.24,450.43,23.5,214,3.967,,,,,,,,,,,,,,,,,,
38,3.97,1.24,450.58,23.5,214,3.966,,,,,,,,,,,,,,,,,,
39,3.97,1.24,451.02,23.5,215,3.966,,,,,,,,,,,,,,,,,,
40,3.96,1.24,451.24,23.5,214,3.966,,,,,,,,,,,,,,,,,,
41,3.97,1.24,451.57,23.5,214,3.965,,,,,,,,,,,,,,,,,,
42,3.97,1.24,451.65,23.5,214,3.965,,,,,,,,,,,,,,,,,,
43,3.97,1.24,451.83,23.5,214,3.965,,,,,,,,,,,,,,,,,,
44,3.96,1.23,451.76,23.5,213,3.965,,,,,,,,,,,,,,,,,,
45,3.96,1.23,451.94,23.5,213,3.965,,,,,,,,,,,,,,,,,,
46,3.97,1.24,452.09,23.5,213,3.965,,,,,,,,,,,,,,,,,,
47,3.97,1.23,452.31,23.5,213,3.965,,,,,,,,,,,,,,,,,,
48,3.96,1.24,452.35,23.5,213,3.964,,,,,,,,,,,,,,,,,,
49,3.96,1.24,452.46,23.5,213,3.964,,,,,,,,,,,,,,,,,,
50,3.96,1.24,452.50,23.5,214,3.964,,,,,,,,,,,,,,,,,,
51,3.96,1.24,452.53,23.5,213,3.964,,,,,,,,,,,,,,,,,,
52,3.96,1.24,452.75,23.5,213,3.964,,,,,,,,,,,,,,,,,,
53,3.96,1.24,453.01,23.5,213,3.964,,,,,,,,,,,,,,,,,,
54,3.96,1.24,453.01,23.5,213,3.964,,,,,,,,,,,,,,,,,,
55,3.96,1.24,453.05,23.5,214,3.965,,,,,,,,,,,,,,,,,,
56,3.97,1.24,453.01,23.5,213,3.965,,,,,,,,,,,,,,,,,,
57,3.97,1.24,453.05,23.5,213,3.965,,,,,,,,,,,,,,,,,,
58,3.97,1.24,453.09,23.5,213,3.966,,,,,,,,,,,,,,,,,,
59,3.97,1.23,452.86,23.5,213,3.966,,,,,,,,,,,,,,,,,,
60,3.97,1.23,452.90,23.5,213,3.966,,,,,,,,,,,,,,,,,,
61,3.97,1.23,453.12,23.5,213,3.966,,,,,,,,,,,,,,,,,,
62,3.97,1.24,453.34,23.5,213,3.966,,,,,,,,,,,,,,,,,,
63,3.97,1.23,453.49,23.5,213,3.966,,,,,,,,,,,,,,,,,,
64,3.96,1.24,453.64,23.5,213,3.966,,,,,,,,,,,,,,,,,,
65,3.97,1.24,453.64,23.5,213,3.966,,,,,,,,,,,,,,,,,,
66,3.97,1.23,453.75,23.5,213,3.966,,,,,,,,,,,,,,,,,,
67,3.97,1.23,454.19,23.5,213,3.966,,,,,,,,,,,,,,,,,,
68,3.97,1.24,454.41,23.5,213,3.966,,,,,,,,,,,,,,,,,,
69,3.97,1.23,454.71,23.5,213,3.966,,,,,,,,,,,,,,,,,,
70,3.96,1.23,454.89,23.5,213,3.965,,,,,,,,,,,,,,,,,,
71,3.97,1.23,455.11,23.5,213,3.966,,,,,,,,,,,,,,,,,,
72,3.97,1.23,455.34,23.5,213,3.966,,,,,,,,,,,,,,,,,,
73,3.97,1.23,455.41,23.5,213,3.966,,,,,,,,,,,,,,,,,,
74,3.97,1.23,455.45,23.5,213,3.966,,,,,,,,,,,,,,,,,,
75,3.97,1.23,455.48,23.5,213,3.966,,,,,,,,,,,,,,,,,,
76,3.97,1.23,455.48,23.5,212,3.966,,,,,,,,,,,,,,,,,,
77,3.97,1.23,455.52,23.5,213,3.966,,,,,,,,,,,,,,,,,,
78,3.97,1.23,455.67,23.5,212,3.966,,,,,,,,,,,,,,,,,,
79,3.97,1.23,455.70,23.5,212,3.966,,,,,,,,,,,,,,,,,,
80,3.97,1.23,455.78,23.5,212,3.967,,,,,,,,,,,,,,,,,,
81,3.97,1.23,456.00,23.5,213,3.967,,,,,,,,,,,,,,,,,,
82,3.97,1.23,456.18,23.5,213,3.967,,,,,,,,,,,,,,,,,,
83,3.97,1.24,456.41,23.5,213,3.966,,,,,,,,,,,,,,,,,,
84,3.97,1.24,456.52,23.5,213,3.966,,,,,,,,,,,,,,,,,,
85,3.97,1.24,456.63,23.5,213,3.966,,,,,,,,,,,,,,,,,,
86,3.97,1.24,456.44,23.5,214,3.966,,,,,,,,,,,,,,,,,,
87,3.97,1.24,456.48,23.5,214,3.966,,,,,,,,,,,,,,,,,,
88,3.97,1.24,456.63,23.5,214,3.966,,,,,,,,,,,,,,,,,,
89,3.97,1.23,456.59,23.5,213,3.966,,,,,,,,,,,,,,,,,,
90,3.97,1.23,456.63,23.5,213,3.967,,,,,,,,,,,,,,,,,,
91,3.97,1.24,456.70,23.5,214,3.967,,,,,,,,,,,,,,,,,,
92,3.97,1.24,456.66,23.5,214,3.966,,,,,,,,,,,,,,,,,,
93,3.97,1.24,456.81,23.5,213,3.966,,,,,,,,,,,,,,,,,,
94,3.97,1.23,457.00,23.5,213,3.966,,,,,,,,,,,,,,,,,,
95,3.97,1.23,457.25,23.5,213,3.966,,,,,,,,,,,,,,,,,,
96,3.97,1.23,457.22,23.5,213,3.966,,,,,,,,,,,,,,,,,,
97,3.97,1.24,457.29,23.5,214,3.966,,,,,,,,,,,,,,,,,,
98,3.97,1.24,457.48,23.5,213,3.965,,,,,,,,,,,,,,,,,,
99,3.97,1.24,457.73,23.5,214,3.965,,,,,,,,,,,,,,,,,,
100,3.97,1.24,457.88,23.5,214,3.964,,,,,,,,,,,,,,,,,,
101,3.96,1.24,457.92,23.5,215,3.964,,,,,,,,,,,,,,,,,,
102,3.96,1.24,457.73,23.6,215,3.963,,,,,,,,,,,,,,,,,,
103,3.96,1.24,457.92,23.5,214,3.963,,,,,,,,,,,,,,,,,,
104,3.96,1.24,458.10,23.5,214,3.963,,,,,,,,,,,,,,,,,,
105,3.96,1.24,458.14,23.5,214,3.963,,,,,,,,,,,,,,,,,,
106,3.96,1.24,458.32,23.5,214,3.963,,,,,,,,,,,,,,,,,,
107,3.96,1.24,458.36,23.5,214,3.963,,,,,,,,,,,,,,,,,,
108,3.96,1.24,458.43,23.6,213,3.963,,,,,,,,,,,,,,,,,,
109,3.96,1.23,458.55,23.5,213,3.963,,,,,,,,,,,,,,,,,,
110,3.96,1.24,458.55,23.5,213,3.963,,,,,,,,,,,,,,,,,,
111,3.96,1.24,458.73,23.6,214,3.963,,,,,,,,,,,,,,,,,,
112,3.96,1.24,458.62,23.6,215,3.962,,,,,,,,,,,,,,,,,,
113,3.96,1.24,458.95,23.5,215,3.963,,,,,,,,,,,,,,,,,,
114,3.96,1.24,458.88,23.5,215,3.962,,,,,,,,,,,,,,,,,,
115,3.96,1.24,458.95,23.5,214,3.962,,,,,,,,,,,,,,,,,,
116,3.96,1.24,458.51,23.6,214,3.963,,,,,,,,,,,,,,,,,,
117,3.96,1.24,458.55,23.6,214,3.963,,,,,,,,,,,,,,,,,,
118,3.96,1.24,458.80,23.6,214,3.963,,,,,,,,,,,,,,,,,,
119,3.96,1.24,458.80,23.5,214,3.963,,,,,,,,,,,,,,,,,,
120,3.96,1.24,458.77,23.5,213,3.963,,,,,,,,,,,,,,,,,,
121,3.96,1.24,458.84,23.5,214,3.964,,,,,,,,,,,,,,,,,,
122,3.96,1.24,458.99,23.5,215,3.964,,,,,,,,,,,,,,,,,,
123,3.96,1.24,459.10,23.5,214,3.963,,,,,,,,,,,,,,,,,,
124,3.96,1.23,459.14,23.5,213,3.963,,,,,,,,,,,,,,,,,,
125,3.96,1.23,459.25,23.5,213,3.962,,,,,,,,,,,,,,,,,,
126,3.96,1.24,459.54,23.5,214,3.962,,,,,,,,,,,,,,,,,,
127,3.96,1.24,459.43,23.5,214,3.961,,,,,,,,,,,,,,,,,,
128,3.96,1.23,459.65,23.5,213,3.961,,,,,,,,,,,,,,,,,,
129,3.96,1.23,459.98,23.5,213,3.961,,,,,,,,,,,,,,,,,,
130,3.96,1.23,460.02,23.5,213,3.961,,,,,,,,,,,,,,,,,,
131,3.96,1.23,460.13,23.5,213,3.961,,,,,,,,,,,,,,,,,,
132,3.96,1.23,460.24,23.5,213,3.961,,,,,,,,,,,,,,,,,,
133,3.96,1.24,460.43,23.5,213,3.962,,,,,,,,,,,,,,,,,,
134,3.96,1.24,460.39,23.5,213,3.962,,,,,,,,,,,,,,,,,,
135,3.96,1.24,460.94,23.5,214,3.963,,,,,,,,,,,,,,,,,,
136,3.96,1.23,461.17,23.5,213,3.963,,,,,,,,,,,,,,,,,,
137,3.97,1.23,461.24,23.5,213,3.964,,,,,,,,,,,,,,,,,,
138,3.96,1.23,461.31,23.5,213,3.964,,,,,,,,,,,,,,,,,,
139,3.96,1.23,461.39,23.5,213,3.964,,,,,,,,,,,,,,,,,,
140,3.96,1.23,461.50,23.5,212,3.964,,,,,,,,,,,,,,,,,,
141,3.96,1.23,461.72,23.5,213,3.964,,,,,,,,,,,,,,,,,,
142,3.96,1.23,461.83,23.5,213,3.964,,,,,,,,,,,,,,,,,,
143,3.96,1.23,461.57,23.5,213,3.964,,,,,,,,,,,,,,,,,,
144,3.96,1.23,462.01,23.5,213,3.964,,,,,,,,,,,,,,,,,,
145,3.96,1.23,461.94,23.5,213,3.964,,,,,,,,,,,,,,,,,,
146,3.97,1.24,462.05,23.5,213,3.964,,,,,,,,,,,,,,,,,,
147,3.97,1.24,462.01,23.5,214,3.965,,,,,,,,,,,,,,,,,,
148,3.97,1.24,462.01,23.5,213,3.965,,,,,,,,,,,,,,,,,,
149,3.97,1.23,462.12,23.5,213,3.965,,,,,,,,,,,,,,,,,,
150,3.97,1.23,462.12,23.5,213,3.965,,,,,,,,,,,,,,,,,,
151,3.97,1.24,462.09,23.5,213,3.965,,,,,,,,,,,,,,,,,,
152,3.97,1.24,462.23,23.5,214,3.965,,,,,,,,,,,,,,,,,,
153,3.97,1.24,462.27,23.5,213,3.965,,,,,,,,,,,,,,,,,,
154,3.97,1.23,462.46,23.5,213,3.965,,,,,,,,,,,,,,,,,,
155,3.96,1.23,462.35,23.5,213,3.965,,,,,,,,,,,,,,,,,,
156,3.96,1.23,462.57,23.5,213,3.964,,,,,,,,,,,,,,,,,,
157,3.97,1.23,462.57,23.5,213,3.964,,,,,,,,,,,,,,,,,,
158,3.97,1.23,462.68,23.5,212,3.964,,,,,,,,,,,,,,,,,,
159,3.96,1.23,462.71,23.5,212,3.964,,,,,,,,,,,,,,,,,,
160,3.96,1.23,463.08,23.5,212,3.964,,,,,,,,,,,,,,,,,,
161,3.96,1.23,463.12,23.5,212,3.964,,,,,,,,,,,,,,,,,,
162,3.96,1.23,463.08,23.5,212,3.964,,,,,,,,,,,,,,,,,,
163,3.96,1.23,463.34,23.5,212,3.965,,,,,,,,,,,,,,,,,,
164,3.97,1.23,463.49,23.5,212,3.965,,,,,,,,,,,,,,,,,,
165,3.97,1.23,463.75,23.5,212,3.965,,,,,,,,,,,,,,,,,,
166,3.97,1.23,463.90,23.5,212,3.966,,,,,,,,,,,,,,,,,,
167,3.97,1.23,464.04,23.5,212,3.966,,,,,,,,,,,,,,,,,,
168,3.97,1.23,464.23,23.5,212,3.965,,,,,,,,,,,,,,,,,,
169,3.97,1.23,464.34,23.5,212,3.965,,,,,,,,,,,,,,,,,,
170,3.97,1.23,464.30,23.5,212,3.965,,,,,,,,,,,,,,,,,,
171,3.96,1.23,464.12,23.5,212,3.965,,,,,,,,,,,,,,,,,,
172,3.96,1.23,464.34,23.5,212,3.965,,,,,,,,,,,,,,,,,,
173,3.97,1.23,464.60,23.5,212,3.965,,,,,,,,,,,,,,,,,,
174,3.97,1.23,464.52,23.5,212,3.966,,,,,,,,,,,,,,,,,,
175,3.97,1.23,464.34,23.5,212,3.966,,,,,,,,,,,,,,,,,,
176,3.97,1.23,464.41,23.5,213,3.966,,,,,,,,,,,,,,,,,,
177,3.97,1.23,464.37,23.5,213,3.966,,,,,,,,,,,,,,,,,,
178,3.97,1.23,464.74,23.5,213,3.966,,,,,,,,,,,,,,,,,,
179,3.97,1.23,464.52,23.5,213,3.966,,,,,,,,,,,,,,,,,,
180,3.97,1.23,464.56,23.5,213,3.966,,,,,,,,,,,,,,,,,,
181,3.97,1.23,464.71,23.5,212,3.965,,,,,,,,,,,,,,,,,,
182,3.96,1.23,464.78,23.5,212,3.965,,,,,,,,,,,,,,,,,,
183,3.96,1.23,464.78,23.5,212,3.965,,,,,,,,,,,,,,,,,,
184,3.97,1.23,464.97,23.5,212,3.965,,,,,,,,,,,,,,,,,,
185,3.96,1.23,465.22,23.5,212,3.965,,,,,,,,,,,,,,,,,,
186,3.97,1.23,465.44,23.5,212,3.965,,,,,,,,,,,,,,,,,,
187,3.97,1.23,465.81,23.5,212,3.965,,,,,,,,,,,,,,,,,,
188,3.97,1.23,466.07,23.5,212,3.966,,,,,,,,,,,,,,,,,,
189,3.97,1.23,466.18,23.5,212,3.966,,,,,,,,,,,,,,,,,,
190,3.97,1.23,466.48,23.6,212,3.966,,,,,,,,,,,,,,,,,,
191,3.97,1.23,466.63,24.1,212,3.967,,,,,,,,,,,,,,,,,,
192,3.97,1.23,466.63,24.6,212,3.967,,,,,,,,,,,,,,,,,,
193,3.97,1.23,466.63,24.8,212,3.967,,,,,,,,,,,,,,,,,,
194,3.97,1.23,466.70,24.9,212,3.966,,,,,,,,,,,,,,,,,,
195,3.97,1.23,466.81,25.0,212,3.966,,,,,,,,,,,,,,,,,,
196,3.97,1.23,466.99,25.0,212,3.966,,,,,,,,,,,,,,,,,,
197,3.96,1.23,466.92,25.0,212,3.965,,,,,,,,,,,,,,,,,,
198,3.96,1.23,466.88,25.0,212,3.965,,,,,,,,,,,,,,,,,,
199,3.97,1.23,467.25,25.0,213,3.965,,,,,,,,,,,,,,,,,,
200,3.96,1.23,466.96,25.1,212,3.964,,,,,,,,,,,,,,,,,,
201,3.97,1.23,467.33,25.1,212,3.965,,,,,,,,,,,,,,,,,,
202,3.97,1.23,467.40,25.1,212,3.965,,,,,,,,,,,,,,,,,,
203,3.96,1.23,467.55,25.1,212,3.966,,,,,,,,,,,,,,,,,,
204,3.97,1.23,467.73,25.1,213,3.967,,,,,,,,,,,,,,,,,,
205,3.97,1.24,467.58,25.1,214,3.969,,,,,,,,,,,,,,,,,,
206,3.97,1.24,467.58,25.0,215,3.971,,,,,,,,,,,,,,,,,,
207,3.97,1.25,467.92,24.9,216,3.975,,,,,,,,,,,,,,,,,,
208,3.98,1.25,468.65,24.8,216,3.979,,,,,,,,,,,,,,,,,,
209,3.98,1.25,468.95,24.7,216,3.983,,,,,,,,,,,,,,,,,,
210,3.99,1.25,469.69,24.6,216,3.988,,,,,,,,,,,,,,,,,,
211,3.99,1.25,470.90,24.6,216,3.993,,,,,,,,,,,,,,,,,,
212,4.00,1.25,471.72,24.5,217,3.998,,,,,,,,,,,,,,,,,,
213,4.00,1.25,472.57,24.4,216,4.002,,,,,,,,,,,,,,,,,,
214,4.01,1.25,473.75,24.3,216,4.006,,,,,,,,,,,,,,,,,,
215,4.01,1.25,474.37,24.3,216,4.009,,,,,,,,,,,,,,,,,,
216,4.01,1.25,475.44,24.2,217,4.011,,,,,,,,,,,,,,,,,,
217,4.01,1.25,476.00,24.2,217,4.013,,,,,,,,,,,,,,,,,,
218,4.01,1.25,476.59,24.1,217,4.015,,,,,,,,,,,,,,,,,,
219,4.02,1.25,476.70,24.1,217,4.016,,,,,,,,,,,,,,,,,,
220,4.02,1.25,477.21,24.0,217,4.017,,,,,,,,,,,,,,,,,,
221,4.02,1.25,477.21,23.9,217,4.017,,,,,,,,,,,,,,,,,,
222,4.02,1.25,477.40,23.9,217,4.018,,,,,,,,,,,,,,,,,,
223,4.02,1.25,477.66,23.8,217,4.018,,,,,,,,,,,,,,,,,,
224,4.02,1.25,477.84,23.8,217,4.018,,,,,,,,,,,,,,,,,,
225,4.02,1.25,477.91,23.8,216,4.018,,,,,,,,,,,,,,,,,,
226,4.02,1.24,477.99,23.7,216,4.018,,,,,,,,,,,,,,,,,,
227,4.02,1.24,478.21,23.7,216,4.018,,,,,,,,,,,,,,,,,,
228,4.02,1.25,478.28,23.6,216,4.018,,,,,,,,,,,,,,,,,,
229,4.02,1.25,478.28,23.6,216,4.018,,,,,,,,,,,,,,,,,,
230,4.02,1.25,478.25,23.5,216,4.018,,,,,,,,,,,,,,,,,,
231,4.02,1.25,478.17,23.5,216,4.018,,,,,,,,,,,,,,,,,,
232,4.02,1.25,477.95,23.5,216,4.018,,,,,,,,,,,,,,,,,,
233,4.02,1.25,478.25,23.4,216,4.018,,,,,,,,,,,,,,,,,,
234,4.02,1.25,478.39,23.4,216,4.018,,,,,,,,,,,,,,,,,,
235,4.02,1.25,478.39,23.3,216,4.019,,,,,,,,,,,,,,,,,,
236,4.02,1.25,478.36,23.3,216,4.019,,,,,,,,,,,,,,,,,,
237,4.02,1.24,478.43,23.3,216,4.019,,,,,,,,,,,,,,,,,,
238,4.02,1.25,478.32,23.3,216,4.019,,,,,,,,,,,,,,,,,,
239,4.02,1.24,478.32,23.2,215,4.019,,,,,,,,,,,,,,,,,,
240,4.02,1.24,478.47,23.2,215,4.019,,,,,,,,,,,,,,,,,,
241,4.02,1.24,478.47,23.2,215,4.019,,,,,,,,,,,,,,,,,,
242,4.02,1.24,478.50,23.2,215,4.019,,,,,,,,,,,,,,,,,,
243,4.02,1.24,478.58,23.1,215,4.019,,,,,,,,,,,,,,,,,,
244,4.02,1.25,478.87,23.1,216,4.019,,,,,,,,,,,,,,,,,,
245,4.02,1.25,479.06,23.1,217,4.019,,,,,,,,,,,,,,,,,,
246,4.02,1.25,479.10,23.1,217,4.019,,,,,,,,,,,,,,,,,,
247,4.02,1.25,478.95,23.1,217,4.018,,,,,,,,,,,,,,,,,,
248,4.02,1.25,479.21,23.0,216,4.018,,,,,,,,,,,,,,,,,,
249,4.02,1.25,479.43,23.0,216,4.018,,,,,,,,,,,,,,,,,,
250,4.02,1.25,479.65,23.0,216,4.018,,,,,,,,,,,,,,,,,,
251,4.02,1.25,479.80,23.0,216,4.017,,,,,,,,,,,,,,,,,,
252,4.02,1.25,479.91,23.0,216,4.017,,,,,,,,,,,,,,,,,,
253,4.02,1.25,480.02,23.0,216,4.017,,,,,,,,,,,,,,,,,,
254,4.02,1.24,480.17,23.0,216,4.017,,,,,,,,,,,,,,,,,,
255,4.02,1.24,480.24,22.9,216,4.017,,,,,,,,,,,,,,,,,,
256,4.02,1.25,480.24,22.9,216,4.017,,,,,,,,,,,,,,,,,,
257,4.02,1.25,480.31,22.9,216,4.017,,,,,,,,,,,,,,,,,,
258,4.02,1.25,480.39,22.9,216,4.017,,,,,,,,,,,,,,,,,,
259,4.02,1.25,480.42,22.9,216,4.017,,,,,,,,,,,,,,,,,,
260,4.02,1.25,480.50,22.9,217,4.017,,,,,,,,,,,,,,,,,,
261,4.02,1.25,480.53,22.9,217,4.017,,,,,,,,,,,,,,,,,,
262,4.02,1.25,480.53,22.9,217,4.017,,,,,,,,,,,,,,,,,,
263,4.02,1.25,480.64,22.9,217,4.017,,,,,,,,,,,,,,,,,,
264,4.02,1.25,480.72,22.9,217,4.017,,,,,,,,,,,,,,,,,,
265,4.02,1.25,480.39,22.9,218,4.017,,,,,,,,,,,,,,,,,,
266,4.02,1.25,480.24,22.9,218,4.017,,,,,,,,,,,,,,,,,,
267,4.02,1.25,480.28,22.8,218,4.016,,,,,,,,,,,,,,,,,,
268,4.02,1.25,480.28,22.8,218,4.016,,,,,,,,,,,,,,,,,,
269,4.01,1.25,479.94,22.8,217,4.016,,,,,,,,,,,,,,,,,,
270,4.01,1.25,479.87,22.8,217,4.016,,,,,,,,,,,,,,,,,,
271,4.02,1.25,480.31,22.8,218,4.015,,,,,,,,,,,,,,,,,,
272,4.01,1.25,479.98,22.8,218,4.015,,,,,,,,,,,,,,,,,,
273,4.02,1.25,480.42,22.8,218,4.016,,,,,,,,,,,,,,,,,,
274,4.02,1.25,480.50,22.8,217,4.016,,,,,,,,,,,,,,,,,,
275,4.02,1.25,480.72,22.8,218,4.015,,,,,,,,,,,,,,,,,,
276,4.01,1.25,480.83,22.8,218,4.015,,,,,,,,,,,,,,,,,,
277,4.01,1.25,480.98,22.8,218,4.014,,,,,,,,,,,,,,,,,,
278,4.01,1.25,480.98,22.8,218,4.014,,,,,,,,,,,,,,,,,,
279,4.01,1.25,481.38,22.8,218,4.014,,,,,,,,,,,,,,,,,,
280,4.01,1.25,481.35,22.8,218,4.014,,,,,,,,,,,,,,,,,,
281,4.01,1.25,481.35,22.7,218,4.014,,,,,,,,,,,,,,,,,,
282,4.01,1.25,481.31,22.7,217,4.014,,,,,,,,,,,,,,,,,,
283,4.01,1.25,481.42,22.7,217,4.014,,,,,,,,,,,,,,,,,,
284,4.01,1.25,481.49,22.7,217,4.014,,,,,,,,,,,,,,,,,,
285,4.01,1.25,481.60,22.7,217,4.013,,,,,,,,,,,,,,,,,,
286,4.01,1.25,481.68,22.7,218,4.013,,,,,,,,,,,,,,,,,,
287,4.01,1.25,481.57,22.7,217,4.013,,,,,,,,,,,,,,,,,,
288,4.01,1.25,481.90,22.7,217,4.013,,,,,,,,,,,,,,,,,,
289,4.01,1.25,481.86,22.7,217,4.013,,,,,,,,,,,,,,,,,,
290,4.01,1.25,482.05,22.7,217,4.014,,,,,,,,,,,,,,,,,,
291,4.01,1.25,482.16,22.7,218,4.014,,,,,,,,,,,,,,,,,,
292,4.01,1.25,482.23,22.7,217,4.014,,,,,,,,,,,,,,,,,,
293,4.01,1.25,482.42,22.7,217,4.014,,,,,,,,,,,,,,,,,,
294,4.01,1.25,482.42,22.7,217,4.014,,,,,,,,,,,,,,,,,,
295,4.01,1.25,482.12,22.7,217,4.014,,,,,,,,,,,,,,,,,,
296,4.01,1.25,482.01,22.7,217,4.013,,,,,,,,,,,,,,,,,,
297,4.01,1.25,481.86,22.8,217,4.013,,,,,,,,,,,,,,,,,,
298,4.01,1.25,481.97,22.8,217,4.013,,,,,,,,,,,,,,,,,,
299,4.01,1.25,482.05,22.8,217,4.013,,,,,,,,,,,,,,,,,,
300,4.01,1.25,482.19,22.7,218,4.013,,,,,,,,,,,,,,,,,,
301,4.01,1.25,482.19,22.7,218,4.013,,,,,,,,,,,,,,,,,,
302,4.01,1.25,482.27,22.7,218,4.013,,,,,,,,,,,,,,,,,,
303,4.01,1.25,482.34,22.7,217,4.013,,,,,,,,,,,,,,,,,,
304,4.01,1.25,482.42,22.7,217,4.013,,,,,,,,,,,,,,,,,,
305,4.01,1.25,482.71,22.7,217,4.013,,,,,,,,,,,,,,,,,,
306,4.01,1.25,482.93,22.8,217,4.013,,,,,,,,,,,,,,,,,,
307,4.01,1.25,483.04,22.8,217,4.012,,,,,,,,,,,,,,,,,,
308,4.01,1.25,483.26,22.8,217,4.012,,,,,,,,,,,,,,,,,,
309,4.01,1.25,483.45,22.8,217,4.013,,,,,,,,,,,,,,,,,,
310,4.01,1.25,483.56,22.8,217,4.012,,,,,,,,,,,,,,,,,,
311,4.01,1.25,483.63,22.8,217,4.013,,,,,,,,,,,,,,,,,,
312,4.01,1.25,483.71,22.8,217,4.013,,,,,,,,,,,,,,,,,,
313,4.01,1.25,483.71,22.8,217,4.013,,,,,,,,,,,,,,,,,,
314,4.01,1.25,483.74,22.8,217,4.013,,,,,,,,,,,,,,,,,,
315,4.01,1.25,483.74,22.8,217,4.013,,,,,,,,,,,,,,,,,,
316,4.01,1.25,483.74,22.8,217,4.013,,,,,,,,,,,,,,,,,,
317,4.01,1.25,483.74,22.8,216,4.013,,,,,,,,,,,,,,,,,,
318,4.01,1.25,483.78,22.8,216,4.013,,,,,,,,,,,,,,,,,,
319,4.01,1.25,483.82,22.8,216,4.013,,,,,,,,,,,,,,,,,,
320,4.01,1.25,483.82,22.8,217,4.013,,,,,,,,,,,,,,,,,,
321,4.01,1.25,483.97,22.8,217,4.012,,,,,,,,,,,,,,,,,,
322,4.01,1.25,484.00,22.8,216,4.012,,,,,,,,,,,,,,,,,,
323,4.01,1.25,484.04,22.8,216,4.011,,,,,,,,,,,,,,,,,,
324,4.01,1.25,484.08,22.8,216,4.011,,,,,,,,,,,,,,,,,,
325,4.01,1.24,483.93,22.8,216,4.011,,,,,,,,,,,,,,,,,,
326,4.01,1.24,483.82,22.8,216,4.012,,,,,,,,,,,,,,,,,,
327,4.01,1.25,484.04,22.8,216,4.012,,,,,,,,,,,,,,,,,,
328,4.01,1.25,483.93,22.8,216,4.013,,,,,,,,,,,,,,,,,,
