"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,483.84,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
1,483.80,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
2,483.84,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
3,483.84,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
4,483.87,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
5,484.06,25.3,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
6,483.95,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
7,484.47,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
8,484.73,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
9,484.99,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
10,485.06,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
11,485.02,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
12,484.50,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
13,484.47,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
14,484.28,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
15,484.47,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
16,484.02,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
17,483.95,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
18,483.98,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
19,483.91,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
20,483.87,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
21,483.80,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
22,483.58,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
23,483.47,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
24,483.43,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
25,483.28,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
26,483.28,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
27,483.50,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
28,483.65,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
29,483.80,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
30,483.47,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
31,483.84,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
32,483.84,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
33,483.84,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
34,483.84,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
35,483.84,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
36,483.84,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
37,483.84,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
38,483.76,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
39,483.65,25.3,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
40,483.21,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
41,483.13,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
42,483.06,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
43,482.98,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
44,483.28,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
45,483.24,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
46,483.24,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
47,483.24,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
48,483.09,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
49,482.87,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
50,482.69,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
51,482.54,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
52,482.43,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
53,482.43,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
54,482.32,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
55,482.09,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
56,482.02,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
57,482.09,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
58,482.17,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
59,482.13,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
60,482.13,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
61,482.28,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
62,482.32,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
63,482.46,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
64,482.32,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
65,482.24,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
66,482.13,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
67,482.54,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
68,482.43,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
69,482.39,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
70,482.28,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
71,482.24,25.4,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
72,482.09,25.4,-0.93,1.20,203,-0.932,,,,,,,,,,,,,,,,,,
