"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,459.26,25.1,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
1,458.93,25.1,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
2,458.59,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
3,458.44,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
4,458.41,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
5,458.18,25.2,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
6,458.00,25.2,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
7,458.07,25.2,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
8,458.04,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
9,457.96,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
10,457.89,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
11,457.81,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
12,457.78,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
13,457.89,25.2,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
14,457.93,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
15,457.89,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
16,458.00,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
17,458.00,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
18,457.89,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
19,457.81,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
20,458.15,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
21,458.15,25.3,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
22,458.15,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
23,458.15,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
24,458.04,25.3,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
25,458.04,25.3,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
26,457.93,25.3,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
27,457.85,25.3,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
28,457.85,25.3,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
29,457.74,25.3,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
30,457.59,25.4,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
31,457.55,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
32,457.41,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
33,457.33,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
34,457.26,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
35,457.26,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
36,457.11,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
37,457.18,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
38,457.22,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
39,456.67,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
40,456.59,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
41,456.55,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
42,457.11,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
43,457.04,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
44,457.11,25.4,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
