Time,Q-G265 Flow,Q-S151 CO2,Probe Temp,Q-S102 O2,Flow,AvgO2,animal #,note,animal # a,note a,iCO2,FiCO2,eCO2,FeCO2,iO2,FiO2,eO2,FeO2,Flow Rate,Assumed RQ,VCO2 (Assum.RQ),VCO2 (from %O2),VO2 (from %CO2),calc. RQ
17437,1.24,461.59,22.6,3.95,214,3.945,,,,,,,,,,,,,,,,,,
17438,1.24,461.22,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17439,1.24,460.85,22.6,3.95,214,3.945,,,,,,,,,,,,,,,,,,
17440,1.24,460.37,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17441,1.24,460.07,22.6,3.94,213,3.946,,,,,,,,,,,,,,,,,,
17442,1.24,460.11,22.6,3.95,214,3.946,,,,,,,,,,,,,,,,,,
17443,1.24,460,22.6,3.95,214,3.946,,,,,,,,,,,,,,,,,,
17444,1.24,459.93,22.6,3.95,214,3.946,,,,,,,,,,,,,,,,,,
17445,1.23,459.56,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17446,1.23,459.63,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17447,1.23,459.59,22.6,3.94,213,3.946,,,,,,,,,,,,,,,,,,
17448,1.23,459.63,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17449,1.23,459.56,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17450,1.23,459.85,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17451,1.23,459.89,22.6,3.95,213,3.947,,,,,,,,,,,,,,,,,,
17452,1.23,459.89,22.6,3.95,213,3.947,,,,,,,,,,,,,,,,,,
17453,1.23,459.93,22.6,3.95,213,3.947,,,,,,,,,,,,,,,,,,
17454,1.23,459.93,22.6,3.95,213,3.947,,,,,,,,,,,,,,,,,,
17455,1.23,459.74,22.6,3.94,213,3.947,,,,,,,,,,,,,,,,,,
17456,1.23,460.04,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17457,1.23,460,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17458,1.23,459.7,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17459,1.23,459.59,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17460,1.23,459.41,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17461,1.23,459.45,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17462,1.23,459.15,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17463,1.23,459.19,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17464,1.23,459.11,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17465,1.24,459.08,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17466,1.24,458.85,22.6,3.95,213,3.949,,,,,,,,,,,,,,,,,,
17467,1.23,458.93,22.6,3.95,213,3.949,,,,,,,,,,,,,,,,,,
17468,1.24,458.96,22.6,3.95,214,3.949,,,,,,,,,,,,,,,,,,
17469,1.24,459.11,22.6,3.95,214,3.949,,,,,,,,,,,,,,,,,,
17470,1.24,458.93,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17471,1.24,459.15,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
17472,1.24,459.26,22.6,3.95,214,3.948,,,,,,,,,,,,,,,,,,
17473,1.24,459.33,22.6,3.95,214,3.947,,,,,,,,,,,,,,,,,,
17474,1.24,459.26,22.6,3.95,214,3.947,,,,,,,,,,,,,,,,,,
17475,1.23,459.37,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17476,1.23,459.41,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17477,1.23,459.3,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17478,1.24,459.26,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17479,1.24,459.11,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17480,1.23,459,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17481,1.24,458.82,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17482,1.23,458.71,22.6,3.94,213,3.941,,,,,,,,,,,,,,,,,,
17483,1.24,458.59,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17484,1.23,458.56,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17485,1.23,458.52,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17486,1.23,458.52,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17487,1.24,458.48,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17488,1.24,458.41,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17489,1.24,458.37,22.6,3.94,214,3.938,,,,,,,,,,,,,,,,,,
17490,1.24,458.41,22.6,3.94,214,3.938,,,,,,,,,,,,,,,,,,
17491,1.24,458.45,22.6,3.94,214,3.938,,,,,,,,,,,,,,,,,,
17492,1.24,458.37,22.6,3.94,214,3.937,,,,,,,,,,,,,,,,,,
17493,1.24,458.37,22.6,3.94,214,3.937,,,,,,,,,,,,,,,,,,
17494,1.24,458.52,22.6,3.94,213,3.937,,,,,,,,,,,,,,,,,,
17495,1.23,458.52,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17496,1.23,458.52,22.6,3.93,213,3.936,,,,,,,,,,,,,,,,,,
17497,1.23,458.74,22.6,3.94,213,3.935,,,,,,,,,,,,,,,,,,
17498,1.23,458.93,22.6,3.93,212,3.935,,,,,,,,,,,,,,,,,,
17499,1.23,459.04,22.6,3.93,212,3.935,,,,,,,,,,,,,,,,,,
17500,1.23,459.67,22.6,3.94,213,3.935,,,,,,,,,,,,,,,,,,
17501,1.23,459.3,22.6,3.93,213,3.935,,,,,,,,,,,,,,,,,,
17502,1.24,459.59,22.6,3.93,213,3.935,,,,,,,,,,,,,,,,,,
17503,1.24,459.74,22.6,3.94,213,3.935,,,,,,,,,,,,,,,,,,
17504,1.23,459.89,22.6,3.94,213,3.935,,,,,,,,,,,,,,,,,,
17505,1.23,460.3,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17506,1.23,460.33,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17507,1.23,460.41,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17508,1.23,460.52,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17509,1.23,460.55,22.6,3.93,213,3.936,,,,,,,,,,,,,,,,,,
17510,1.23,460.74,22.6,3.94,213,3.936,,,,,,,,,,,,,,,,,,
17511,1.23,460.89,22.6,3.93,213,3.936,,,,,,,,,,,,,,,,,,
17512,1.23,460.92,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
17513,1.23,460.92,22.6,3.94,212,3.937,,,,,,,,,,,,,,,,,,
17514,1.23,461.15,22.6,3.94,213,3.937,,,,,,,,,,,,,,,,,,
17515,1.23,461.29,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17516,1.23,461.26,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17517,1.23,461.37,22.6,3.94,212,3.938,,,,,,,,,,,,,,,,,,
17518,1.23,461.44,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17519,1.23,461.63,22.6,3.94,213,3.938,,,,,,,,,,,,,,,,,,
17520,1.23,461.04,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17521,1.23,461.55,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17522,1.23,461.55,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17523,1.23,461.44,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17524,1.23,461.89,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17525,1.23,461.63,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17526,1.23,462.11,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17527,1.23,462.22,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17528,1.23,462.4,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17529,1.23,462.44,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17530,1.23,462.59,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17531,1.23,462.63,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17532,1.23,462.66,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17533,1.23,462.96,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17534,1.23,463,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17535,1.23,463.03,22.6,3.94,212,3.939,,,,,,,,,,,,,,,,,,
17536,1.24,463.22,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17537,1.23,463.29,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17538,1.24,463.44,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17539,1.24,463.59,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17540,1.24,463.77,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17541,1.23,463.66,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17542,1.24,463.92,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17543,1.23,463.7,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17544,1.23,464.29,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17545,1.23,464.22,22.6,3.94,213,3.939,,,,,,,,,,,,,,,,,,
17546,1.23,464.14,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17547,1.24,464.36,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17548,1.23,464.4,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17549,1.23,464.51,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17550,1.23,464.44,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17551,1.23,464.44,22.6,3.94,213,3.94,,,,,,,,,,,,,,,,,,
17552,1.23,464.55,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
17553,1.23,464.48,22.6,3.94,212,3.941,,,,,,,,,,,,,,,,,,
17554,1.23,464.51,22.6,3.94,212,3.941,,,,,,,,,,,,,,,,,,
17555,1.23,464.81,22.6,3.94,211,3.941,,,,,,,,,,,,,,,,,,
17556,1.23,464.73,22.6,3.94,211,3.942,,,,,,,,,,,,,,,,,,
17557,1.23,464.73,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17558,1.23,465.07,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17559,1.23,465.33,22.6,3.95,212,3.943,,,,,,,,,,,,,,,,,,
17560,1.23,465.29,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17561,1.23,465.4,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17562,1.23,465.47,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17563,1.23,465.58,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17564,1.23,465.66,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17565,1.23,465.88,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17566,1.23,465.88,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17567,1.23,465.88,22.6,3.94,211,3.942,,,,,,,,,,,,,,,,,,
17568,1.23,466.07,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17569,1.23,466.1,22.6,3.94,211,3.942,,,,,,,,,,,,,,,,,,
17570,1.23,466.25,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17571,1.23,466.29,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17572,1.23,466.47,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17573,1.23,466.51,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17574,1.23,467.06,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17575,1.23,467.21,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17576,1.23,467.4,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17577,1.23,467.55,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17578,1.24,467.69,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17579,1.23,467.73,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17580,1.23,467.8,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17581,1.24,467.32,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
17582,1.23,467.29,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17583,1.23,467.32,22.6,3.94,212,3.942,,,,,,,,,,,,,,,,,,
17584,1.23,467.18,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17585,1.23,467.36,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17586,1.23,467.18,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17587,1.23,467.43,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17588,1.23,467.62,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17589,1.24,467.62,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17590,1.24,467.92,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17591,1.23,467.58,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17592,1.24,467.99,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17593,1.24,467.8,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17594,1.24,467.95,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17595,1.24,468.25,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17596,1.23,468.32,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17597,1.23,468.32,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17598,1.23,468.32,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17599,1.23,468.32,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17600,1.23,468.54,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17601,1.23,468.54,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17602,1.24,468.73,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17603,1.24,468.99,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17604,1.23,469.14,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17605,1.23,469.02,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17606,1.23,469.02,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17607,1.23,469.36,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17608,1.23,469.54,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17609,1.24,469.65,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17610,1.23,469.25,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17611,1.23,469.02,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17612,1.23,469.14,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
17613,1.23,469.21,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
17614,1.23,469.28,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17615,1.23,469.43,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17616,1.23,469.47,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17617,1.23,469.39,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17618,1.23,469.51,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
17619,1.23,469.65,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17620,1.23,469.73,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17621,1.23,469.84,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17622,1.23,470.13,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17623,1.23,470.28,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
17624,1.23,470.36,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
17625,1.23,470.47,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17626,1.23,470.73,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
17627,1.23,470.8,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
17628,1.23,470.73,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17629,1.23,470.95,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17630,1.23,470.91,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17631,1.23,471.28,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
17632,1.23,471.47,22.6,3.95,212,3.944,,,,,,,,,,,,,,,,,,
17633,1.23,470.98,22.6,3.94,212,3.944,,,,,,,,,,,,,,,,,,
17634,1.23,471.02,22.6,3.94,211,3.944,,,,,,,,,,,,,,,,,,
17635,1.23,471.8,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
17636,1.23,471.84,22.6,3.95,212,3.945,,,,,,,,,,,,,,,,,,
17637,1.23,471.98,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
17638,1.23,471.72,22.6,3.95,211,3.945,,,,,,,,,,,,,,,,,,
17639,1.23,472.09,22.6,3.94,212,3.945,,,,,,,,,,,,,,,,,,
17640,1.23,472.06,22.6,3.94,213,3.945,,,,,,,,,,,,,,,,,,
17641,1.23,472.06,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17642,1.23,471.98,22.6,3.95,211,3.946,,,,,,,,,,,,,,,,,,
17643,1.23,471.84,22.6,3.95,212,3.946,,,,,,,,,,,,,,,,,,
17644,1.23,471.87,22.6,3.95,212,3.946,,,,,,,,,,,,,,,,,,
17645,1.23,471.87,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17646,1.23,471.98,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17647,1.23,472.02,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
17648,1.23,472.13,22.6,3.95,213,3.945,,,,,,,,,,,,,,,,,,
17649,1.24,472.24,22.6,3.95,214,3.945,,,,,,,,,,,,,,,,,,
17650,1.24,472.28,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17651,1.24,472.5,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17652,1.23,472.54,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17653,1.23,472.61,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17654,1.23,472.61,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17655,1.24,472.72,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17656,1.24,472.95,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17657,1.24,473.24,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17658,1.23,472.91,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17659,1.24,473.68,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17660,1.24,473.83,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17661,1.24,473.83,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17662,1.24,473.98,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17663,1.24,474.05,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17664,1.24,474.02,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17665,1.24,474.02,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17666,1.24,474.09,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17667,1.24,474.05,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17668,1.24,474.2,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17669,1.24,474.35,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17670,1.24,474.35,22.6,3.94,214,3.942,,,,,,,,,,,,,,,,,,
17671,1.23,473.87,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17672,1.23,473.65,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17673,1.24,473.68,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17674,1.24,474.09,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17675,1.24,474.09,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17676,1.24,474.17,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17677,1.24,474.09,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17678,1.24,474.28,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17679,1.24,474.42,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17680,1.24,474.46,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17681,1.24,474.31,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17682,1.24,474.61,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17683,1.24,474.83,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17684,1.24,474.94,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17685,1.24,475.05,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17686,1.24,475.24,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17687,1.24,475.46,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17688,1.24,475.31,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17689,1.24,475.5,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17690,1.24,475.57,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17691,1.24,475.53,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17692,1.24,475.42,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17693,1.24,475.65,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17694,1.24,475.57,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17695,1.24,475.53,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17696,1.24,475.53,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17697,1.24,475.79,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17698,1.24,475.83,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17699,1.24,476.16,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17700,1.24,476.24,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17701,1.24,476.2,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17702,1.24,476.27,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17703,1.24,476.46,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17704,1.24,476.38,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17705,1.24,476.31,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17706,1.24,476.46,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17707,1.24,476.24,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17708,1.23,476.42,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17709,1.24,476.42,22.6,3.95,214,3.944,,,,,,,,,,,,,,,,,,
17710,1.24,476.46,22.6,3.95,214,3.944,,,,,,,,,,,,,,,,,,
17711,1.24,476.46,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17712,1.24,476.68,22.6,3.95,214,3.945,,,,,,,,,,,,,,,,,,
17713,1.24,476.98,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17714,1.24,477.31,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17715,1.24,477.42,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17716,1.24,477.42,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17717,1.24,477.46,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17718,1.24,477.53,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17719,1.24,477.57,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17720,1.24,477.83,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17721,1.24,477.86,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17722,1.24,477.94,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17723,1.24,478.01,22.6,3.95,214,3.944,,,,,,,,,,,,,,,,,,
17724,1.24,478.16,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17725,1.24,478.16,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17726,1.24,478.16,22.6,3.94,214,3.945,,,,,,,,,,,,,,,,,,
17727,1.24,478.31,22.6,3.95,214,3.945,,,,,,,,,,,,,,,,,,
17728,1.24,478.35,22.6,3.95,214,3.944,,,,,,,,,,,,,,,,,,
17729,1.24,478.49,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17730,1.24,478.49,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17731,1.24,478.64,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17732,1.24,478.6,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17733,1.24,478.64,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17734,1.23,478.42,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17735,1.24,478.42,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17736,1.24,478.46,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17737,1.24,478.27,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17738,1.23,478.16,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17739,1.23,478.42,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17740,1.24,478.42,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17741,1.23,478.01,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17742,1.24,478.27,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17743,1.24,478.35,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17744,1.24,478.57,22.6,3.94,214,3.944,,,,,,,,,,,,,,,,,,
17745,1.24,478.72,22.6,3.95,214,3.944,,,,,,,,,,,,,,,,,,
17746,1.23,478.86,22.6,3.94,213,3.944,,,,,,,,,,,,,,,,,,
17747,1.23,478.97,22.6,3.94,212,3.943,,,,,,,,,,,,,,,,,,
17748,1.23,479.16,22.6,3.95,213,3.944,,,,,,,,,,,,,,,,,,
17749,1.23,479.45,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17750,1.23,479.6,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17751,1.24,479.68,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17752,1.24,479.68,22.6,3.94,214,3.943,,,,,,,,,,,,,,,,,,
17753,1.23,479.71,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17754,1.23,479.79,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17755,1.23,479.79,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17756,1.24,479.68,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17757,1.23,479.79,22.6,3.94,213,3.943,,,,,,,,,,,,,,,,,,
17758,1.24,479.9,22.6,3.94,214,3.942,,,,,,,,,,,,,,,,,,
