Time,Q-G265 Flow,Q-S151 CO2,Probe Temp,Q-S102 O2,Flow,AvgO2,animal #,note,animal # a,note a,iCO2,FiCO2,eCO2,FeCO2,iO2,FiO2,eO2,FeO2,Flow Rate,Assumed RQ,VCO2 (Assum.RQ),VCO2 (from %O2),VO2 (from %CO2),calc. RQ
9926,1.23,480.31,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9927,1.23,479.71,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9928,1.23,479.86,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9929,1.23,479.82,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9930,1.23,479.82,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9931,1.23,479.75,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9932,1.23,479.79,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
9933,1.23,479.42,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9934,1.23,478.6,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
9935,1.23,477.57,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
9936,1.23,476.83,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9937,1.23,475.53,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9938,1.23,474.5,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9939,1.23,473.35,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9940,1.23,472.09,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9941,1.23,470.73,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
9942,1.23,469.69,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
9943,1.23,468.62,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
9944,1.23,467.55,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9945,1.23,466.29,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
9946,1.23,465.51,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
9947,1.23,464.7,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
9948,1.23,463.74,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
9949,1.23,463.03,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9950,1.23,462.63,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9951,1.23,462,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9952,1.23,461.04,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9953,1.23,460.59,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9954,1.23,460.44,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9955,1.23,460.37,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
9956,1.23,460.15,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9957,1.23,460.15,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9958,1.23,459.78,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9959,1.23,458.89,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9960,1.23,459.26,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9961,1.23,459.04,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9962,1.23,458.56,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9963,1.23,458.67,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9964,1.23,458.56,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9965,1.23,458.56,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9966,1.23,458.52,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9967,1.23,458.48,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9968,1.23,458.3,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9969,1.23,458.52,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9970,1.23,458.41,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9971,1.23,458.48,22.7,3.95,212,3.953,,,,,,,,,,,,,,,,,,
9972,1.23,458.63,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9973,1.23,458.56,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9974,1.23,458.56,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9975,1.23,458.56,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9976,1.24,458.56,22.7,3.95,214,3.952,,,,,,,,,,,,,,,,,,
9977,1.23,458.48,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9978,1.23,458.63,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9979,1.24,458.63,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9980,1.24,458.67,22.7,3.95,213,3.954,,,,,,,,,,,,,,,,,,
9981,1.23,458.59,22.7,3.95,213,3.954,,,,,,,,,,,,,,,,,,
9982,1.23,458.59,22.7,3.95,213,3.954,,,,,,,,,,,,,,,,,,
9983,1.23,458.56,22.7,3.95,213,3.954,,,,,,,,,,,,,,,,,,
9984,1.23,458.56,22.7,3.95,213,3.953,,,,,,,,,,,,,,,,,,
9985,1.24,458.63,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9986,1.24,458.74,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9987,1.24,458.59,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9988,1.24,458.45,22.7,3.95,214,3.954,,,,,,,,,,,,,,,,,,
9989,1.24,458.15,22.7,3.95,214,3.954,,,,,,,,,,,,,,,,,,
9990,1.24,458.45,22.7,3.95,214,3.954,,,,,,,,,,,,,,,,,,
9991,1.24,458.45,22.7,3.95,215,3.954,,,,,,,,,,,,,,,,,,
9992,1.24,458.3,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9993,1.24,458.34,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9994,1.24,458.3,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9995,1.24,458.37,22.7,3.95,215,3.953,,,,,,,,,,,,,,,,,,
9996,1.24,458.34,22.7,3.95,215,3.953,,,,,,,,,,,,,,,,,,
9997,1.24,458.26,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9998,1.24,458.11,22.7,3.95,214,3.953,,,,,,,,,,,,,,,,,,
9999,1.24,458.26,22.7,3.95,215,3.952,,,,,,,,,,,,,,,,,,
10000,1.24,458.3,22.7,3.95,215,3.952,,,,,,,,,,,,,,,,,,
10001,1.24,458.26,22.7,3.95,214,3.951,,,,,,,,,,,,,,,,,,
10002,1.24,458.15,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10003,1.23,457.89,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10004,1.24,458.04,22.7,3.95,214,3.95,,,,,,,,,,,,,,,,,,
10005,1.24,457.93,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10006,1.24,457.6,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10007,1.23,457.71,22.7,3.95,213,3.949,,,,,,,,,,,,,,,,,,
10008,1.23,457.6,22.7,3.95,213,3.949,,,,,,,,,,,,,,,,,,
10009,1.23,457.52,22.7,3.95,213,3.948,,,,,,,,,,,,,,,,,,
10010,1.23,457.41,22.7,3.95,213,3.947,,,,,,,,,,,,,,,,,,
10011,1.23,457.34,22.7,3.95,213,3.947,,,,,,,,,,,,,,,,,,
10012,1.24,457.48,22.7,3.95,213,3.946,,,,,,,,,,,,,,,,,,
10013,1.23,457.45,22.7,3.95,213,3.946,,,,,,,,,,,,,,,,,,
10014,1.23,457.52,22.7,3.95,213,3.945,,,,,,,,,,,,,,,,,,
10015,1.23,457.45,22.7,3.94,213,3.945,,,,,,,,,,,,,,,,,,
10016,1.23,457.74,22.7,3.94,213,3.944,,,,,,,,,,,,,,,,,,
10017,1.23,457.82,22.7,3.94,213,3.944,,,,,,,,,,,,,,,,,,
10018,1.23,457.74,22.7,3.94,213,3.944,,,,,,,,,,,,,,,,,,
10019,1.23,457.71,22.7,3.94,213,3.943,,,,,,,,,,,,,,,,,,
10020,1.23,457.71,22.7,3.94,213,3.943,,,,,,,,,,,,,,,,,,
10021,1.23,457.85,22.7,3.94,213,3.943,,,,,,,,,,,,,,,,,,
10022,1.23,457.89,22.7,3.94,213,3.943,,,,,,,,,,,,,,,,,,
10023,1.23,457.97,22.7,3.94,212,3.943,,,,,,,,,,,,,,,,,,
10024,1.23,457.97,22.7,3.94,212,3.943,,,,,,,,,,,,,,,,,,
10025,1.23,458.04,22.7,3.94,212,3.943,,,,,,,,,,,,,,,,,,
10026,1.23,458.19,22.7,3.94,212,3.943,,,,,,,,,,,,,,,,,,
10027,1.23,458.26,22.7,3.94,212,3.942,,,,,,,,,,,,,,,,,,
10028,1.23,458.34,22.7,3.94,212,3.942,,,,,,,,,,,,,,,,,,
10029,1.23,458.3,22.7,3.94,212,3.942,,,,,,,,,,,,,,,,,,
10030,1.23,458.41,22.7,3.94,212,3.942,,,,,,,,,,,,,,,,,,
10031,1.23,458.52,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10032,1.23,458.78,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10033,1.23,458.63,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10034,1.23,459.15,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10035,1.23,459,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10036,1.23,459.59,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10037,1.23,459.7,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10038,1.23,459.56,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10039,1.23,459.85,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10040,1.23,460,22.6,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10041,1.23,460,22.7,3.94,212,3.941,,,,,,,,,,,,,,,,,,
10042,1.23,460.18,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10043,1.23,460.26,22.6,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10044,1.23,460.22,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10045,1.23,460.18,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10046,1.23,460.22,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10047,1.23,460.3,22.7,3.94,213,3.94,,,,,,,,,,,,,,,,,,
10048,1.23,460.41,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10049,1.23,460.37,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10050,1.23,460.07,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10051,1.23,460.18,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10052,1.23,460.3,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10053,1.24,460.3,22.6,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10054,1.24,460.26,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10055,1.24,460.18,22.7,3.94,213,3.941,,,,,,,,,,,,,,,,,,
10056,1.24,460.26,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10057,1.23,460.26,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10058,1.23,460.41,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10059,1.23,460.52,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10060,1.23,460.74,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10061,1.23,460.78,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10062,1.23,460.89,22.6,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10063,1.23,461.07,22.7,3.94,213,3.942,,,,,,,,,,,,,,,,,,
10064,1.23,461.33,22.7,3.94,213,3.943,,,,,,,,,,,,,,,,,,
10065,1.23,461.48,22.7,3.94,212,3.944,,,,,,,,,,,,,,,,,,
10066,1.23,461.59,22.7,3.94,213,3.945,,,,,,,,,,,,,,,,,,
10067,1.23,461.96,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
10068,1.23,462.44,22.6,3.95,213,3.946,,,,,,,,,,,,,,,,,,
10069,1.23,462.59,22.6,3.95,213,3.947,,,,,,,,,,,,,,,,,,
10070,1.23,462.66,22.6,3.95,213,3.948,,,,,,,,,,,,,,,,,,
10071,1.23,462.55,22.7,3.95,213,3.949,,,,,,,,,,,,,,,,,,
10072,1.23,463.03,22.6,3.95,213,3.949,,,,,,,,,,,,,,,,,,
10073,1.23,463.22,22.6,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10074,1.23,463.25,22.6,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10075,1.23,463.37,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10076,1.23,463.48,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10077,1.23,463.7,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10078,1.23,463.81,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10079,1.23,463.77,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10080,1.23,463.33,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10081,1.24,463.51,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10082,1.24,463.48,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10083,1.24,463.22,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10084,1.24,463.37,22.6,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10085,1.24,463.37,22.7,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10086,1.24,463.33,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10087,1.23,463.44,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10088,1.24,463.48,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10089,1.24,463.55,22.7,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10090,1.24,463.33,22.7,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10091,1.24,463.96,22.6,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10092,1.24,464.14,22.6,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10093,1.24,464.29,22.6,3.95,214,3.952,,,,,,,,,,,,,,,,,,
10094,1.24,464.4,22.6,3.95,214,3.951,,,,,,,,,,,,,,,,,,
10095,1.24,464.48,22.6,3.95,214,3.951,,,,,,,,,,,,,,,,,,
10096,1.24,464.44,22.6,3.95,214,3.951,,,,,,,,,,,,,,,,,,
10097,1.23,464.14,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10098,1.23,464.11,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10099,1.23,464.25,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10100,1.23,464.22,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10101,1.23,464.22,22.7,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10102,1.23,464.18,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10103,1.23,464.14,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10104,1.23,464.18,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10105,1.23,464.33,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10106,1.23,464.33,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10107,1.23,464.18,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10108,1.23,464.25,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10109,1.23,464.4,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10110,1.23,464.22,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10111,1.23,464.03,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10112,1.23,463.92,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10113,1.23,463.74,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10114,1.23,463.77,22.7,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10115,1.23,463.62,22.7,3.95,212,3.952,,,,,,,,,,,,,,,,,,
10116,1.23,463.66,22.6,3.95,211,3.952,,,,,,,,,,,,,,,,,,
10117,1.23,463.62,22.7,3.95,211,3.952,,,,,,,,,,,,,,,,,,
10118,1.23,463.7,22.6,3.95,211,3.952,,,,,,,,,,,,,,,,,,
10119,1.23,463.77,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10120,1.23,463.81,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10121,1.23,463.81,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10122,1.23,464.22,22.6,3.95,211,3.951,,,,,,,,,,,,,,,,,,
10123,1.23,464.44,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10124,1.23,464.44,22.6,3.95,211,3.951,,,,,,,,,,,,,,,,,,
10125,1.23,464.55,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10126,1.23,464.7,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10127,1.23,464.66,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10128,1.23,464.77,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10129,1.23,464.7,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10130,1.24,464.73,22.6,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10131,1.23,464.81,22.6,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10132,1.23,464.85,22.6,3.95,213,3.95,,,,,,,,,,,,,,,,,,
10133,1.23,464.7,22.6,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10134,1.23,464.77,22.6,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10135,1.23,464.73,22.6,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10136,1.23,464.73,22.7,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10137,1.23,464.7,22.7,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10138,1.23,464.66,22.7,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10139,1.23,464.81,22.7,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10140,1.23,464.66,22.7,3.95,212,3.95,,,,,,,,,,,,,,,,,,
10141,1.23,464.62,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10142,1.23,464.36,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10143,1.23,464.22,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10144,1.23,464.29,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10145,1.23,464.11,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10146,1.23,463.99,22.7,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10147,1.23,464.29,22.7,3.95,213,3.951,,,,,,,,,,,,,,,,,,
10148,1.23,465.55,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10149,1.23,467.99,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10150,1.23,472.13,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10151,1.23,478.01,22.6,3.95,213,3.952,,,,,,,,,,,,,,,,,,
10152,1.23,484.56,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10153,1.23,491.44,22.6,3.95,212,3.951,,,,,,,,,,,,,,,,,,
10154,1.23,498.06,22.6,3.95,211,3.95,,,,,,,,,,,,,,,,,,
10155,1.22,503.75,22.6,3.95,211,3.95,,,,,,,,,,,,,,,,,,
10156,1.22,508.38,22.6,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10157,1.22,511.74,22.6,3.95,210,3.948,,,,,,,,,,,,,,,,,,
10158,1.22,513.56,22.6,3.95,210,3.948,,,,,,,,,,,,,,,,,,
10159,1.22,514.41,22.6,3.95,210,3.947,,,,,,,,,,,,,,,,,,
10160,1.22,513.82,22.6,3.95,210,3.946,,,,,,,,,,,,,,,,,,
10161,1.22,512.26,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
10162,1.22,510.08,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
10163,1.22,507.38,22.6,3.94,209,3.945,,,,,,,,,,,,,,,,,,
10164,1.22,503.83,22.6,3.95,210,3.945,,,,,,,,,,,,,,,,,,
10165,1.22,500.35,22.6,3.95,210,3.945,,,,,,,,,,,,,,,,,,
10166,1.22,496.8,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
10167,1.22,493.21,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
10168,1.22,489.59,22.6,3.95,209,3.946,,,,,,,,,,,,,,,,,,
10169,1.22,486.63,22.6,3.95,209,3.947,,,,,,,,,,,,,,,,,,
10170,1.22,483.38,22.6,3.95,210,3.947,,,,,,,,,,,,,,,,,,
10171,1.22,480.34,22.6,3.95,210,3.948,,,,,,,,,,,,,,,,,,
10172,1.23,477.46,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
10173,1.23,475.05,22.6,3.95,211,3.948,,,,,,,,,,,,,,,,,,
10174,1.23,472.98,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10175,1.23,471.54,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10176,1.22,469.95,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10177,1.22,468.95,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10178,1.22,467.95,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10179,1.23,467.1,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10180,1.23,466.55,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10181,1.23,466.14,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10182,1.23,466.18,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10183,1.23,466.21,22.6,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10184,1.23,466.18,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10185,1.23,466.36,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10186,1.23,466.66,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10187,1.23,466.99,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10188,1.23,467.03,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10189,1.23,467.14,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10190,1.23,467.25,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10191,1.23,467.25,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10192,1.23,467.18,22.6,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10193,1.23,466.95,22.5,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10194,1.23,466.58,22.5,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10195,1.23,466.25,22.5,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10196,1.23,465.95,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10197,1.22,465.66,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10198,1.22,465.58,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10199,1.22,465.22,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10200,1.22,464.88,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10201,1.22,464.62,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10202,1.22,464.25,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10203,1.22,463.77,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10204,1.22,463.55,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10205,1.22,463.55,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10206,1.22,463.55,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10207,1.23,463.74,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10208,1.23,463.74,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10209,1.23,463.96,22.5,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10210,1.23,464.07,22.5,3.95,212,3.949,,,,,,,,,,,,,,,,,,
10211,1.23,464.22,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10212,1.23,464.44,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10213,1.22,464.73,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10214,1.22,464.96,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10215,1.22,464.92,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10216,1.23,465.07,22.5,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10217,1.22,464.99,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10218,1.22,464.85,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10219,1.22,464.59,22.5,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10220,1.22,464.44,22.5,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10221,1.22,464.33,22.5,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10222,1.22,464.11,22.5,3.95,208,3.949,,,,,,,,,,,,,,,,,,
10223,1.21,463.55,22.5,3.95,208,3.949,,,,,,,,,,,,,,,,,,
10224,1.22,463.11,22.5,3.95,208,3.949,,,,,,,,,,,,,,,,,,
10225,1.22,462.88,22.5,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10226,1.22,462.52,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10227,1.22,462.18,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10228,1.22,461.92,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10229,1.22,461.48,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10230,1.22,461.18,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10231,1.22,460.81,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10232,1.22,460.55,22.4,3.95,209,3.949,,,,,,,,,,,,,,,,,,
10233,1.22,460.18,22.4,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10234,1.22,459.89,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10235,1.22,459.59,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10236,1.22,459.11,22.4,3.95,209,3.95,,,,,,,,,,,,,,,,,,
10237,1.22,458.71,22.4,3.95,209,3.95,,,,,,,,,,,,,,,,,,
10238,1.22,458.52,22.4,3.95,209,3.95,,,,,,,,,,,,,,,,,,
10239,1.22,458.48,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10240,1.22,458.22,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10241,1.22,457.89,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10242,1.22,457.89,22.4,3.95,210,3.95,,,,,,,,,,,,,,,,,,
10243,1.22,457.82,22.4,3.95,210,3.949,,,,,,,,,,,,,,,,,,
10244,1.23,457.63,22.4,3.95,211,3.949,,,,,,,,,,,,,,,,,,
10245,1.23,457.78,22.4,3.95,211,3.948,,,,,,,,,,,,,,,,,,
10246,1.23,457.71,22.4,3.95,211,3.948,,,,,,,,,,,,,,,,,,
10247,1.23,457.93,22.4,3.95,212,3.948,,,,,,,,,,,,,,,,,,
