"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,459.70,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
1,459.55,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
2,459.37,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
3,459.41,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
4,459.18,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
5,458.96,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
6,458.40,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
7,458.81,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
8,458.59,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
9,458.66,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
10,458.55,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
11,458.52,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
12,458.55,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
13,458.63,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
14,458.63,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
15,458.59,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
16,458.70,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
17,459.03,25.5,-0.93,1.20,204,-0.932,,,,,,,,,,,,,,,,,,
18,459.15,25.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
19,459.22,25.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
20,458.89,25.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
21,459.00,25.5,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
22,459.03,25.5,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
23,458.85,25.5,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
24,458.70,25.5,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
25,458.52,25.5,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
26,458.22,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
27,458.22,25.6,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
28,458.22,25.6,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
29,458.18,25.6,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
30,458.07,25.6,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
31,457.96,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
32,458.00,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
33,457.77,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
34,457.55,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
35,457.51,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
36,457.40,25.6,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
37,457.14,25.6,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
38,457.14,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
39,457.10,25.6,-0.93,1.20,205,-0.932,,,,,,,,,,,,,,,,,,
40,457.10,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
41,456.99,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
42,457.10,25.6,-0.93,1.20,206,-0.932,,,,,,,,,,,,,,,,,,
43,456.99,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
44,457.22,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
45,457.29,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
46,457.10,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
47,457.55,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
48,457.22,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
49,457.36,25.6,-0.93,1.21,206,-0.932,,,,,,,,,,,,,,,,,,
