"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,461.52,22.8,3.96,1.26,219,3.958,,,,,,,,,,,,,,,,,,
1,461.52,22.8,3.96,1.25,218,3.958,,,,,,,,,,,,,,,,,,
2,461.52,22.8,3.96,1.26,219,3.958,,,,,,,,,,,,,,,,,,
3,461.52,22.8,3.96,1.26,219,3.957,,,,,,,,,,,,,,,,,,
4,461.52,22.8,3.96,1.26,219,3.957,,,,,,,,,,,,,,,,,,
5,461.45,22.8,3.96,1.26,219,3.956,,,,,,,,,,,,,,,,,,
6,461.56,22.8,3.96,1.26,219,3.955,,,,,,,,,,,,,,,,,,
7,461.63,22.8,3.95,1.26,219,3.955,,,,,,,,,,,,,,,,,,
8,461.71,22.8,3.96,1.26,219,3.955,,,,,,,,,,,,,,,,,,
9,461.78,22.8,3.95,1.25,218,3.955,,,,,,,,,,,,,,,,,,
10,461.71,22.8,3.95,1.25,218,3.954,,,,,,,,,,,,,,,,,,
11,461.56,22.8,3.96,1.25,218,3.954,,,,,,,,,,,,,,,,,,
12,461.45,22.8,3.95,1.25,218,3.954,,,,,,,,,,,,,,,,,,
13,461.45,22.7,3.95,1.25,218,3.954,,,,,,,,,,,,,,,,,,
14,461.41,22.7,3.95,1.26,219,3.954,,,,,,,,,,,,,,,,,,
15,461.34,22.7,3.96,1.26,220,3.954,,,,,,,,,,,,,,,,,,
16,461.37,22.7,3.96,1.26,219,3.955,,,,,,,,,,,,,,,,,,
17,461.30,22.7,3.96,1.25,218,3.955,,,,,,,,,,,,,,,,,,
18,461.30,22.7,3.95,1.26,219,3.955,,,,,,,,,,,,,,,,,,
19,461.15,22.7,3.95,1.26,219,3.955,,,,,,,,,,,,,,,,,,
20,461.15,22.7,3.96,1.26,219,3.955,,,,,,,,,,,,,,,,,,
21,461.04,22.7,3.96,1.25,218,3.955,,,,,,,,,,,,,,,,,,
22,461.11,22.7,3.95,1.25,218,3.955,,,,,,,,,,,,,,,,,,
23,460.96,22.7,3.95,1.25,217,3.955,,,,,,,,,,,,,,,,,,
24,460.85,22.7,3.96,1.25,218,3.955,,,,,,,,,,,,,,,,,,
25,460.82,22.7,3.95,1.25,218,3.954,,,,,,,,,,,,,,,,,,
