"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,459.59,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
1,459.63,24.4,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
2,459.67,24.4,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
3,459.59,24.4,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
4,459.81,24.4,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
5,459.70,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
6,459.70,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
7,459.70,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
8,459.67,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
9,459.52,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
10,459.48,24.4,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
11,459.41,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
12,459.37,24.5,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
13,459.33,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
14,458.85,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
15,458.44,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
16,458.33,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
17,458.22,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
18,458.22,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
19,458.18,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
20,458.07,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
21,458.03,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
22,458.00,24.5,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
23,458.00,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
24,457.85,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
25,458.00,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
26,458.07,24.5,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
