"Time","Q-S102 O2","Q-G265 Flow V","Q-S151 CO2","Probe Temp","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,3.98,1.22,457.48,23.4,210,3.984,,,,,,,,,,,,,,,,,,
1,3.98,1.22,457.52,23.4,210,3.984,,,,,,,,,,,,,,,,,,
2,3.98,1.22,457.07,23.4,210,3.984,,,,,,,,,,,,,,,,,,
3,3.99,1.22,457.07,23.4,210,3.984,,,,,,,,,,,,,,,,,,
4,3.98,1.23,457.15,23.4,211,3.984,,,,,,,,,,,,,,,,,,
5,3.98,1.22,457.04,23.4,210,3.984,,,,,,,,,,,,,,,,,,
6,3.98,1.22,457.11,23.4,209,3.984,,,,,,,,,,,,,,,,,,
7,3.98,1.22,457.07,23.4,209,3.983,,,,,,,,,,,,,,,,,,
8,3.98,1.22,457.26,23.4,210,3.983,,,,,,,,,,,,,,,,,,
9,3.98,1.22,457.33,23.4,210,3.983,,,,,,,,,,,,,,,,,,
10,3.98,1.22,457.26,23.4,211,3.983,,,,,,,,,,,,,,,,,,
11,3.98,1.22,457.19,23.4,210,3.983,,,,,,,,,,,,,,,,,,
12,3.98,1.22,457.00,23.4,210,3.983,,,,,,,,,,,,,,,,,,
13,3.98,1.22,457.00,23.4,210,3.983,,,,,,,,,,,,,,,,,,
14,3.98,1.22,457.19,23.4,210,3.984,,,,,,,,,,,,,,,,,,
15,3.98,1.22,457.22,23.4,211,3.984,,,,,,,,,,,,,,,,,,
16,3.98,1.23,457.26,23.4,211,3.984,,,,,,,,,,,,,,,,,,
17,3.98,1.23,457.37,23.4,211,3.984,,,,,,,,,,,,,,,,,,
18,3.98,1.23,457.48,23.4,211,3.984,,,,,,,,,,,,,,,,,,
19,3.98,1.23,457.81,23.4,211,3.984,,,,,,,,,,,,,,,,,,
20,3.98,1.23,458.11,23.4,211,3.984,,,,,,,,,,,,,,,,,,
21,3.98,1.22,458.44,23.4,210,3.984,,,,,,,,,,,,,,,,,,
22,3.98,1.22,459.33,23.4,211,3.984,,,,,,,,,,,,,,,,,,
23,3.98,1.23,460.00,23.4,211,3.984,,,,,,,,,,,,,,,,,,
24,3.98,1.23,461.07,23.4,211,3.984,,,,,,,,,,,,,,,,,,
25,3.98,1.23,462.19,23.4,211,3.984,,,,,,,,,,,,,,,,,,
26,3.99,1.23,463.26,23.4,212,3.984,,,,,,,,,,,,,,,,,,
27,3.98,1.23,464.48,23.4,212,3.984,,,,,,,,,,,,,,,,,,
28,3.98,1.23,465.30,23.4,211,3.984,,,,,,,,,,,,,,,,,,
29,3.98,1.23,466.04,23.4,211,3.984,,,,,,,,,,,,,,,,,,
30,3.98,1.23,466.74,23.4,211,3.984,,,,,,,,,,,,,,,,,,
31,3.98,1.22,467.00,23.4,210,3.984,,,,,,,,,,,,,,,,,,
32,3.98,1.22,466.93,23.4,210,3.984,,,,,,,,,,,,,,,,,,
33,3.99,1.22,466.70,23.4,210,3.985,,,,,,,,,,,,,,,,,,
34,3.99,1.22,466.22,23.4,211,3.985,,,,,,,,,,,,,,,,,,
35,3.99,1.22,465.37,23.4,210,3.985,,,,,,,,,,,,,,,,,,
36,3.99,1.22,464.70,23.4,209,3.986,,,,,,,,,,,,,,,,,,
37,3.99,1.22,463.89,23.4,209,3.986,,,,,,,,,,,,,,,,,,
38,3.99,1.22,462.78,23.4,209,3.986,,,,,,,,,,,,,,,,,,
39,3.99,1.22,461.78,23.4,209,3.986,,,,,,,,,,,,,,,,,,
40,3.99,1.22,460.59,23.4,209,3.986,,,,,,,,,,,,,,,,,,
41,3.99,1.22,459.70,23.4,209,3.986,,,,,,,,,,,,,,,,,,
42,3.99,1.22,458.67,23.4,209,3.986,,,,,,,,,,,,,,,,,,
43,3.99,1.22,457.89,23.4,210,3.987,,,,,,,,,,,,,,,,,,
44,3.99,1.22,457.19,23.4,210,3.987,,,,,,,,,,,,,,,,,,
45,3.99,1.23,456.07,23.4,211,3.987,,,,,,,,,,,,,,,,,,
46,3.99,1.23,455.33,23.4,211,3.987,,,,,,,,,,,,,,,,,,
47,3.99,1.23,454.59,23.4,211,3.988,,,,,,,,,,,,,,,,,,
48,3.99,1.23,453.78,23.4,211,3.988,,,,,,,,,,,,,,,,,,
49,3.99,1.23,453.19,23.4,211,3.988,,,,,,,,,,,,,,,,,,
50,3.99,1.23,452.82,23.4,211,3.988,,,,,,,,,,,,,,,,,,
51,3.99,1.23,452.48,23.4,212,3.988,,,,,,,,,,,,,,,,,,
52,3.99,1.23,452.11,23.4,211,3.989,,,,,,,,,,,,,,,,,,
53,3.99,1.22,451.85,23.4,211,3.989,,,,,,,,,,,,,,,,,,
54,3.99,1.22,451.19,23.4,211,3.990,,,,,,,,,,,,,,,,,,
55,3.99,1.23,451.04,23.4,211,3.990,,,,,,,,,,,,,,,,,,
56,3.99,1.23,450.30,23.4,211,3.991,,,,,,,,,,,,,,,,,,
57,3.99,1.23,450.07,23.4,211,3.991,,,,,,,,,,,,,,,,,,
58,3.99,1.23,449.93,23.4,211,3.991,,,,,,,,,,,,,,,,,,
59,3.99,1.23,449.82,23.4,211,3.990,,,,,,,,,,,,,,,,,,
60,3.99,1.23,449.70,23.4,211,3.990,,,,,,,,,,,,,,,,,,
61,3.99,1.23,449.56,23.4,211,3.990,,,,,,,,,,,,,,,,,,
62,3.99,1.23,449.45,23.4,211,3.990,,,,,,,,,,,,,,,,,,
63,3.99,1.23,449.93,23.4,211,3.990,,,,,,,,,,,,,,,,,,
64,3.99,1.23,449.96,23.4,211,3.990,,,,,,,,,,,,,,,,,,
65,3.99,1.23,450.04,23.4,211,3.990,,,,,,,,,,,,,,,,,,
66,3.99,1.23,450.00,23.4,211,3.990,,,,,,,,,,,,,,,,,,
67,3.99,1.23,450.15,23.4,212,3.990,,,,,,,,,,,,,,,,,,
68,3.99,1.23,450.11,23.4,211,3.990,,,,,,,,,,,,,,,,,,
69,3.99,1.23,450.30,23.4,211,3.990,,,,,,,,,,,,,,,,,,
70,3.99,1.23,450.48,23.4,211,3.990,,,,,,,,,,,,,,,,,,
71,3.99,1.23,450.52,23.4,211,3.990,,,,,,,,,,,,,,,,,,
72,3.99,1.23,450.45,23.4,212,3.990,,,,,,,,,,,,,,,,,,
73,3.99,1.23,450.41,23.4,211,3.990,,,,,,,,,,,,,,,,,,
74,3.99,1.23,450.19,23.4,211,3.990,,,,,,,,,,,,,,,,,,
75,3.99,1.23,450.22,23.4,211,3.990,,,,,,,,,,,,,,,,,,
76,3.99,1.23,450.15,23.4,212,3.990,,,,,,,,,,,,,,,,,,
77,3.99,1.23,450.19,23.4,212,3.989,,,,,,,,,,,,,,,,,,
78,3.99,1.23,450.04,23.4,212,3.989,,,,,,,,,,,,,,,,,,
79,3.99,1.23,449.85,23.4,211,3.989,,,,,,,,,,,,,,,,,,
80,3.99,1.22,449.74,23.4,210,3.988,,,,,,,,,,,,,,,,,,
81,3.99,1.22,449.74,23.4,210,3.988,,,,,,,,,,,,,,,,,,
82,3.99,1.22,449.67,23.4,210,3.988,,,,,,,,,,,,,,,,,,
83,3.99,1.22,449.63,23.4,211,3.988,,,,,,,,,,,,,,,,,,
84,3.99,1.22,449.37,23.4,211,3.988,,,,,,,,,,,,,,,,,,
85,3.99,1.22,449.00,23.4,210,3.988,,,,,,,,,,,,,,,,,,
86,3.99,1.22,449.07,23.4,211,3.989,,,,,,,,,,,,,,,,,,
87,3.99,1.22,448.85,23.4,211,3.989,,,,,,,,,,,,,,,,,,
88,3.99,1.22,448.78,23.4,210,3.989,,,,,,,,,,,,,,,,,,
89,3.99,1.22,448.93,23.4,210,3.989,,,,,,,,,,,,,,,,,,
90,3.99,1.22,449.00,23.4,211,3.989,,,,,,,,,,,,,,,,,,
91,3.99,1.23,449.07,23.3,211,3.989,,,,,,,,,,,,,,,,,,
92,3.99,1.23,449.37,23.4,211,3.989,,,,,,,,,,,,,,,,,,
93,3.99,1.22,449.56,23.4,211,3.989,,,,,,,,,,,,,,,,,,
94,3.99,1.23,449.93,23.3,212,3.989,,,,,,,,,,,,,,,,,,
95,3.99,1.23,450.45,23.3,212,3.989,,,,,,,,,,,,,,,,,,
96,3.99,1.23,450.96,23.3,213,3.989,,,,,,,,,,,,,,,,,,
97,3.99,1.23,451.26,23.3,213,3.988,,,,,,,,,,,,,,,,,,
98,3.99,1.23,451.52,23.3,213,3.988,,,,,,,,,,,,,,,,,,
99,3.99,1.23,451.74,23.3,213,3.988,,,,,,,,,,,,,,,,,,
100,3.99,1.23,451.93,23.3,213,3.987,,,,,,,,,,,,,,,,,,
101,3.99,1.23,452.04,23.3,212,3.988,,,,,,,,,,,,,,,,,,
102,3.99,1.23,452.11,23.3,212,3.988,,,,,,,,,,,,,,,,,,
103,3.99,1.23,452.11,23.3,213,3.988,,,,,,,,,,,,,,,,,,
104,3.99,1.23,452.15,23.3,213,3.988,,,,,,,,,,,,,,,,,,
105,3.99,1.23,452.07,23.3,213,3.988,,,,,,,,,,,,,,,,,,
106,3.99,1.23,452.04,23.3,213,3.988,,,,,,,,,,,,,,,,,,
107,3.99,1.22,451.96,23.3,211,3.988,,,,,,,,,,,,,,,,,,
108,3.99,1.22,451.89,23.3,210,3.988,,,,,,,,,,,,,,,,,,
109,3.99,1.22,452.00,23.3,210,3.989,,,,,,,,,,,,,,,,,,
110,3.99,1.22,452.00,23.3,210,3.989,,,,,,,,,,,,,,,,,,
111,3.99,1.22,452.07,23.3,210,3.989,,,,,,,,,,,,,,,,,,
112,3.99,1.23,452.22,23.3,211,3.989,,,,,,,,,,,,,,,,,,
113,3.99,1.23,452.07,23.3,212,3.989,,,,,,,,,,,,,,,,,,
114,3.99,1.22,451.82,23.3,210,3.989,,,,,,,,,,,,,,,,,,
115,3.99,1.22,451.93,23.3,210,3.989,,,,,,,,,,,,,,,,,,
116,3.99,1.22,452.04,23.3,210,3.989,,,,,,,,,,,,,,,,,,
117,3.99,1.22,452.07,23.3,210,3.989,,,,,,,,,,,,,,,,,,
118,3.99,1.22,452.00,23.3,210,3.989,,,,,,,,,,,,,,,,,,
119,3.99,1.22,452.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
120,3.99,1.22,452.33,23.3,209,3.989,,,,,,,,,,,,,,,,,,
121,3.99,1.22,452.33,23.3,209,3.989,,,,,,,,,,,,,,,,,,
122,3.99,1.22,452.63,23.3,209,3.989,,,,,,,,,,,,,,,,,,
123,3.99,1.22,452.74,23.3,209,3.989,,,,,,,,,,,,,,,,,,
124,3.99,1.22,452.74,23.3,209,3.989,,,,,,,,,,,,,,,,,,
125,3.99,1.22,452.82,23.3,209,3.989,,,,,,,,,,,,,,,,,,
126,3.99,1.22,452.93,23.3,209,3.989,,,,,,,,,,,,,,,,,,
127,3.99,1.22,453.04,23.3,210,3.989,,,,,,,,,,,,,,,,,,
128,3.99,1.22,453.19,23.3,210,3.989,,,,,,,,,,,,,,,,,,
129,3.99,1.22,453.33,23.3,210,3.989,,,,,,,,,,,,,,,,,,
130,3.99,1.22,453.41,23.3,211,3.990,,,,,,,,,,,,,,,,,,
131,3.99,1.23,453.41,23.3,211,3.989,,,,,,,,,,,,,,,,,,
132,3.99,1.23,453.41,23.3,211,3.989,,,,,,,,,,,,,,,,,,
133,3.99,1.22,453.52,23.3,210,3.989,,,,,,,,,,,,,,,,,,
134,3.99,1.22,453.41,23.3,210,3.989,,,,,,,,,,,,,,,,,,
135,3.99,1.22,453.56,23.3,210,3.988,,,,,,,,,,,,,,,,,,
136,3.99,1.22,453.44,23.3,210,3.988,,,,,,,,,,,,,,,,,,
137,3.99,1.22,453.63,23.3,210,3.988,,,,,,,,,,,,,,,,,,
138,3.99,1.22,453.59,23.3,210,3.988,,,,,,,,,,,,,,,,,,
139,3.99,1.22,453.67,23.3,209,3.988,,,,,,,,,,,,,,,,,,
140,3.99,1.22,453.78,23.3,209,3.988,,,,,,,,,,,,,,,,,,
141,3.99,1.22,453.93,23.3,208,3.989,,,,,,,,,,,,,,,,,,
142,3.99,1.22,454.00,23.3,208,3.989,,,,,,,,,,,,,,,,,,
143,3.99,1.22,454.00,23.3,208,3.989,,,,,,,,,,,,,,,,,,
144,3.99,1.22,453.78,23.3,209,3.989,,,,,,,,,,,,,,,,,,
145,3.99,1.22,453.78,23.3,209,3.988,,,,,,,,,,,,,,,,,,
146,3.99,1.22,453.78,23.3,209,3.988,,,,,,,,,,,,,,,,,,
147,3.99,1.22,453.74,23.3,209,3.989,,,,,,,,,,,,,,,,,,
148,3.99,1.22,453.59,23.3,209,3.989,,,,,,,,,,,,,,,,,,
149,3.99,1.22,453.93,23.3,210,3.989,,,,,,,,,,,,,,,,,,
150,3.99,1.22,453.93,23.3,209,3.990,,,,,,,,,,,,,,,,,,
151,3.99,1.22,454.04,23.3,209,3.990,,,,,,,,,,,,,,,,,,
152,3.99,1.22,454.15,23.3,209,3.990,,,,,,,,,,,,,,,,,,
153,3.99,1.22,454.26,23.3,209,3.989,,,,,,,,,,,,,,,,,,
154,3.99,1.22,454.48,23.3,209,3.989,,,,,,,,,,,,,,,,,,
155,3.99,1.22,454.19,23.3,209,3.989,,,,,,,,,,,,,,,,,,
156,3.99,1.22,454.67,23.3,209,3.989,,,,,,,,,,,,,,,,,,
157,3.99,1.22,454.82,23.3,209,3.989,,,,,,,,,,,,,,,,,,
158,3.99,1.22,454.85,23.3,210,3.989,,,,,,,,,,,,,,,,,,
159,3.99,1.22,454.89,23.3,210,3.989,,,,,,,,,,,,,,,,,,
160,3.99,1.22,454.93,23.3,210,3.989,,,,,,,,,,,,,,,,,,
161,3.99,1.22,454.96,23.3,210,3.989,,,,,,,,,,,,,,,,,,
162,3.99,1.22,455.11,23.3,211,3.989,,,,,,,,,,,,,,,,,,
163,3.99,1.22,455.07,23.3,209,3.989,,,,,,,,,,,,,,,,,,
164,3.99,1.22,455.07,23.3,209,3.989,,,,,,,,,,,,,,,,,,
165,3.99,1.22,455.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
166,3.99,1.22,455.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
167,3.99,1.22,455.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
168,3.99,1.22,455.19,23.3,209,3.989,,,,,,,,,,,,,,,,,,
169,3.99,1.22,455.19,23.3,209,3.990,,,,,,,,,,,,,,,,,,
170,3.99,1.22,455.22,23.3,209,3.990,,,,,,,,,,,,,,,,,,
171,3.99,1.22,455.30,23.3,209,3.990,,,,,,,,,,,,,,,,,,
172,3.99,1.22,455.15,23.3,210,3.990,,,,,,,,,,,,,,,,,,
173,3.99,1.22,455.15,23.3,210,3.990,,,,,,,,,,,,,,,,,,
174,3.99,1.22,455.15,23.3,210,3.990,,,,,,,,,,,,,,,,,,
175,3.99,1.22,455.15,23.3,210,3.990,,,,,,,,,,,,,,,,,,
176,3.99,1.22,454.89,23.3,210,3.990,,,,,,,,,,,,,,,,,,
177,3.99,1.22,455.15,23.3,211,3.990,,,,,,,,,,,,,,,,,,
178,3.99,1.22,455.19,23.3,210,3.990,,,,,,,,,,,,,,,,,,
179,3.99,1.22,455.04,23.3,210,3.989,,,,,,,,,,,,,,,,,,
180,3.99,1.22,455.00,23.3,210,3.989,,,,,,,,,,,,,,,,,,
181,3.99,1.22,455.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
182,3.99,1.22,455.22,23.3,209,3.989,,,,,,,,,,,,,,,,,,
183,3.99,1.22,455.48,23.3,209,3.988,,,,,,,,,,,,,,,,,,
184,3.99,1.22,455.70,23.3,209,3.989,,,,,,,,,,,,,,,,,,
185,3.99,1.22,455.78,23.3,210,3.989,,,,,,,,,,,,,,,,,,
186,3.99,1.22,456.00,23.3,210,3.989,,,,,,,,,,,,,,,,,,
187,3.99,1.22,456.07,23.3,210,3.989,,,,,,,,,,,,,,,,,,
188,3.99,1.22,456.22,23.3,209,3.989,,,,,,,,,,,,,,,,,,
189,3.99,1.22,456.15,23.3,210,3.988,,,,,,,,,,,,,,,,,,
190,3.99,1.22,456.22,23.3,209,3.988,,,,,,,,,,,,,,,,,,
191,3.99,1.22,456.26,23.3,209,3.988,,,,,,,,,,,,,,,,,,
192,3.99,1.22,456.33,23.3,209,3.988,,,,,,,,,,,,,,,,,,
193,3.99,1.22,456.41,23.3,209,3.988,,,,,,,,,,,,,,,,,,
194,3.99,1.22,456.41,23.3,209,3.989,,,,,,,,,,,,,,,,,,
195,3.99,1.22,456.44,23.3,209,3.989,,,,,,,,,,,,,,,,,,
196,3.99,1.22,456.48,23.3,210,3.989,,,,,,,,,,,,,,,,,,
197,3.99,1.22,456.52,23.3,210,3.988,,,,,,,,,,,,,,,,,,
198,3.99,1.22,456.59,23.3,209,3.988,,,,,,,,,,,,,,,,,,
199,3.99,1.22,456.52,23.3,209,3.988,,,,,,,,,,,,,,,,,,
200,3.99,1.22,456.78,23.3,209,3.989,,,,,,,,,,,,,,,,,,
201,3.99,1.22,456.70,23.3,209,3.989,,,,,,,,,,,,,,,,,,
202,3.99,1.22,456.44,23.3,209,3.989,,,,,,,,,,,,,,,,,,
203,3.99,1.22,456.37,23.3,210,3.990,,,,,,,,,,,,,,,,,,
204,3.99,1.22,456.41,23.3,211,3.990,,,,,,,,,,,,,,,,,,
205,3.99,1.23,456.41,23.3,211,3.990,,,,,,,,,,,,,,,,,,
206,3.99,1.23,456.44,23.3,212,3.990,,,,,,,,,,,,,,,,,,
207,3.99,1.23,456.41,23.3,212,3.989,,,,,,,,,,,,,,,,,,
208,3.99,1.23,456.41,23.3,212,3.989,,,,,,,,,,,,,,,,,,
209,3.99,1.23,456.44,23.3,211,3.989,,,,,,,,,,,,,,,,,,
210,3.99,1.22,456.56,23.3,210,3.990,,,,,,,,,,,,,,,,,,
211,3.99,1.22,456.78,23.3,210,3.990,,,,,,,,,,,,,,,,,,
212,3.99,1.22,457.07,23.3,210,3.990,,,,,,,,,,,,,,,,,,
213,3.99,1.22,457.19,23.3,211,3.990,,,,,,,,,,,,,,,,,,
214,3.99,1.23,457.26,23.3,211,3.990,,,,,,,,,,,,,,,,,,
215,3.99,1.23,457.41,23.3,211,3.989,,,,,,,,,,,,,,,,,,
216,3.99,1.23,457.56,23.3,211,3.989,,,,,,,,,,,,,,,,,,
217,3.99,1.23,457.74,23.3,211,3.989,,,,,,,,,,,,,,,,,,
218,3.99,1.22,457.96,23.3,211,3.989,,,,,,,,,,,,,,,,,,
219,3.99,1.22,458.00,23.3,209,3.989,,,,,,,,,,,,,,,,,,
220,3.99,1.22,458.00,23.3,209,3.990,,,,,,,,,,,,,,,,,,
221,3.99,1.22,458.00,23.3,210,3.990,,,,,,,,,,,,,,,,,,
222,3.99,1.22,457.96,23.3,209,3.990,,,,,,,,,,,,,,,,,,
223,3.99,1.22,458.00,23.3,209,3.990,,,,,,,,,,,,,,,,,,
224,3.99,1.22,457.96,23.3,209,3.990,,,,,,,,,,,,,,,,,,
225,3.99,1.22,458.00,23.3,209,3.989,,,,,,,,,,,,,,,,,,
226,3.99,1.22,458.00,23.3,209,3.989,,,,,,,,,,,,,,,,,,
227,3.99,1.22,458.07,23.3,209,3.989,,,,,,,,,,,,,,,,,,
228,3.99,1.22,458.00,23.3,209,3.989,,,,,,,,,,,,,,,,,,
229,3.99,1.22,458.15,23.3,209,3.989,,,,,,,,,,,,,,,,,,
230,3.99,1.22,458.22,23.3,209,3.989,,,,,,,,,,,,,,,,,,
231,3.99,1.22,458.26,23.3,209,3.989,,,,,,,,,,,,,,,,,,
232,3.99,1.22,458.15,23.3,209,3.990,,,,,,,,,,,,,,,,,,
233,3.99,1.22,458.11,23.3,209,3.990,,,,,,,,,,,,,,,,,,
234,3.99,1.22,458.11,23.3,210,3.991,,,,,,,,,,,,,,,,,,
235,3.99,1.22,458.11,23.3,209,3.991,,,,,,,,,,,,,,,,,,
236,3.99,1.22,458.11,23.3,210,3.991,,,,,,,,,,,,,,,,,,
237,3.99,1.22,458.15,23.3,210,3.991,,,,,,,,,,,,,,,,,,
238,3.99,1.22,458.11,23.3,210,3.991,,,,,,,,,,,,,,,,,,
239,3.99,1.22,458.19,23.3,211,3.990,,,,,,,,,,,,,,,,,,
240,3.99,1.23,458.26,23.3,211,3.990,,,,,,,,,,,,,,,,,,
241,3.99,1.23,458.30,23.3,212,3.989,,,,,,,,,,,,,,,,,,
242,3.99,1.23,458.52,23.3,211,3.989,,,,,,,,,,,,,,,,,,
243,3.99,1.22,458.44,23.3,211,3.988,,,,,,,,,,,,,,,,,,
244,3.99,1.22,458.70,23.3,210,3.988,,,,,,,,,,,,,,,,,,
245,3.99,1.22,458.89,23.3,209,3.988,,,,,,,,,,,,,,,,,,
246,3.99,1.22,459.33,23.3,209,3.988,,,,,,,,,,,,,,,,,,
247,3.99,1.22,459.52,23.3,210,3.989,,,,,,,,,,,,,,,,,,
248,3.99,1.22,459.56,23.3,210,3.989,,,,,,,,,,,,,,,,,,
249,3.99,1.22,459.67,23.3,209,3.989,,,,,,,,,,,,,,,,,,
250,3.99,1.22,459.74,23.3,209,3.990,,,,,,,,,,,,,,,,,,
251,3.99,1.22,459.81,23.3,209,3.990,,,,,,,,,,,,,,,,,,
252,3.99,1.22,459.81,23.3,210,3.990,,,,,,,,,,,,,,,,,,
253,3.99,1.22,459.81,23.3,209,3.990,,,,,,,,,,,,,,,,,,
254,3.99,1.22,459.85,23.3,209,3.991,,,,,,,,,,,,,,,,,,
255,3.99,1.22,459.89,23.3,209,3.991,,,,,,,,,,,,,,,,,,
256,3.99,1.22,459.93,23.3,208,3.990,,,,,,,,,,,,,,,,,,
257,3.99,1.22,459.89,23.3,208,3.990,,,,,,,,,,,,,,,,,,
258,3.99,1.21,460.00,23.3,208,3.990,,,,,,,,,,,,,,,,,,
259,3.99,1.22,459.96,23.3,208,3.990,,,,,,,,,,,,,,,,,,
260,3.99,1.22,460.04,23.3,208,3.990,,,,,,,,,,,,,,,,,,
261,3.99,1.22,459.96,23.3,209,3.991,,,,,,,,,,,,,,,,,,
262,3.99,1.22,459.89,23.3,209,3.991,,,,,,,,,,,,,,,,,,
263,3.99,1.22,459.89,23.3,209,3.991,,,,,,,,,,,,,,,,,,
264,3.99,1.22,459.93,23.3,209,3.991,,,,,,,,,,,,,,,,,,
265,3.99,1.22,460.00,23.3,209,3.991,,,,,,,,,,,,,,,,,,
266,3.99,1.22,460.04,23.3,209,3.991,,,,,,,,,,,,,,,,,,
267,3.99,1.22,460.07,23.3,209,3.991,,,,,,,,,,,,,,,,,,
268,3.99,1.22,460.15,23.3,210,3.992,,,,,,,,,,,,,,,,,,
269,3.99,1.22,460.22,23.3,210,3.992,,,,,,,,,,,,,,,,,,
270,3.99,1.22,460.33,23.3,211,3.992,,,,,,,,,,,,,,,,,,
271,3.99,1.22,460.44,23.3,210,3.992,,,,,,,,,,,,,,,,,,
272,3.99,1.23,460.44,23.3,211,3.992,,,,,,,,,,,,,,,,,,
273,3.99,1.23,460.52,23.3,211,3.991,,,,,,,,,,,,,,,,,,
274,3.99,1.23,460.63,23.3,211,3.991,,,,,,,,,,,,,,,,,,
275,3.99,1.23,460.67,23.3,211,3.991,,,,,,,,,,,,,,,,,,
276,3.99,1.22,460.93,23.3,210,3.991,,,,,,,,,,,,,,,,,,
277,3.99,1.22,461.00,23.3,209,3.991,,,,,,,,,,,,,,,,,,
278,3.99,1.22,461.07,23.3,209,3.991,,,,,,,,,,,,,,,,,,
279,3.99,1.22,461.19,23.3,209,3.991,,,,,,,,,,,,,,,,,,
280,3.99,1.22,461.30,23.3,209,3.991,,,,,,,,,,,,,,,,,,
281,3.99,1.22,461.41,23.3,209,3.991,,,,,,,,,,,,,,,,,,
282,3.99,1.22,461.48,23.3,209,3.991,,,,,,,,,,,,,,,,,,
283,3.99,1.22,461.63,23.3,209,3.991,,,,,,,,,,,,,,,,,,
284,3.99,1.22,461.59,23.3,209,3.991,,,,,,,,,,,,,,,,,,
285,3.99,1.22,461.67,23.3,209,3.991,,,,,,,,,,,,,,,,,,
286,3.99,1.22,461.70,23.3,208,3.991,,,,,,,,,,,,,,,,,,
287,3.99,1.22,461.81,23.3,209,3.991,,,,,,,,,,,,,,,,,,
288,3.99,1.21,461.70,23.3,208,3.990,,,,,,,,,,,,,,,,,,
289,3.99,1.21,462.00,23.3,208,3.991,,,,,,,,,,,,,,,,,,
290,3.99,1.21,461.96,23.3,208,3.991,,,,,,,,,,,,,,,,,,
291,3.99,1.21,461.70,23.3,208,3.991,,,,,,,,,,,,,,,,,,
292,3.99,1.22,461.70,23.3,209,3.991,,,,,,,,,,,,,,,,,,
293,3.99,1.22,461.70,23.3,210,3.991,,,,,,,,,,,,,,,,,,
294,3.99,1.22,461.74,23.3,210,3.990,,,,,,,,,,,,,,,,,,
295,3.99,1.22,461.89,23.3,210,3.990,,,,,,,,,,,,,,,,,,
296,3.99,1.22,462.00,23.3,210,3.990,,,,,,,,,,,,,,,,,,
297,3.99,1.22,462.11,23.3,211,3.989,,,,,,,,,,,,,,,,,,
298,3.99,1.22,462.07,23.3,210,3.989,,,,,,,,,,,,,,,,,,
299,3.99,1.22,462.19,23.3,210,3.989,,,,,,,,,,,,,,,,,,
300,3.99,1.22,462.11,23.3,209,3.989,,,,,,,,,,,,,,,,,,
301,3.99,1.22,462.26,23.3,209,3.989,,,,,,,,,,,,,,,,,,
302,3.99,1.22,462.26,23.3,209,3.988,,,,,,,,,,,,,,,,,,
303,3.99,1.22,462.37,23.3,208,3.988,,,,,,,,,,,,,,,,,,
304,3.99,1.21,462.41,23.3,208,3.988,,,,,,,,,,,,,,,,,,
305,3.99,1.21,462.59,23.3,208,3.989,,,,,,,,,,,,,,,,,,
306,3.99,1.22,462.85,23.3,208,3.989,,,,,,,,,,,,,,,,,,
307,3.99,1.22,462.96,23.3,209,3.989,,,,,,,,,,,,,,,,,,
308,3.99,1.22,463.11,23.3,209,3.990,,,,,,,,,,,,,,,,,,
309,3.99,1.22,463.22,23.3,209,3.990,,,,,,,,,,,,,,,,,,
310,3.99,1.22,463.22,23.3,209,3.990,,,,,,,,,,,,,,,,,,
311,3.99,1.22,463.44,23.3,209,3.990,,,,,,,,,,,,,,,,,,
312,3.99,1.22,463.56,23.3,209,3.990,,,,,,,,,,,,,,,,,,
313,3.99,1.22,463.63,23.3,209,3.990,,,,,,,,,,,,,,,,,,
314,3.99,1.22,463.78,23.3,209,3.990,,,,,,,,,,,,,,,,,,
315,3.99,1.22,463.81,23.3,209,3.990,,,,,,,,,,,,,,,,,,
316,3.99,1.22,463.89,23.3,209,3.990,,,,,,,,,,,,,,,,,,
317,3.99,1.22,463.93,23.3,209,3.989,,,,,,,,,,,,,,,,,,
318,3.99,1.23,463.67,23.3,211,3.989,,,,,,,,,,,,,,,,,,
319,3.99,1.23,463.85,23.3,212,3.989,,,,,,,,,,,,,,,,,,
320,3.99,1.23,463.93,23.3,211,3.989,,,,,,,,,,,,,,,,,,
321,3.99,1.22,463.85,23.3,210,3.989,,,,,,,,,,,,,,,,,,
322,3.99,1.22,463.81,23.3,210,3.990,,,,,,,,,,,,,,,,,,
323,3.99,1.22,463.52,23.3,210,3.990,,,,,,,,,,,,,,,,,,
324,3.99,1.22,463.74,23.3,210,3.991,,,,,,,,,,,,,,,,,,
325,3.99,1.22,463.74,23.3,210,3.991,,,,,,,,,,,,,,,,,,
326,3.99,1.22,463.67,23.3,210,3.991,,,,,,,,,,,,,,,,,,
327,3.99,1.22,463.78,23.3,210,3.991,,,,,,,,,,,,,,,,,,
328,3.99,1.22,463.70,23.3,210,3.991,,,,,,,,,,,,,,,,,,
