Date & time of file creation	7/16/2019 10:30																																													
Raw data file path	C:\Users\yaa23\Desktop\Resp\20190716_PredatorExp_SMR_None_raw.txt																																													
Data file path	C:\Users\yaa23\Desktop\Resp\20190716_PredatorExp_SMR_None.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	49.8162	28.8175	0.00	100.00	17.19	17.40																																							
Chamber 2	1	52.0787	29.3562	0.00	100.00	17.19	17.40																																							
Chamber 3	1	55.4062	28.7425	0.00	100.00	17.18	17.40																																							
Chamber 4	1	53.3363	29.4662	0.00	100.00	17.19	17.40																																							
																																														
Chamber 6	1	44.3075	28.7325	0.00	100.00	16.88	17.36																																							
Chamber 7	1	45.0000	28.7338	0.00	100.00	17.46	17.36																																							
Chamber 8	1	48.5650	28.7688	0.00	100.00	16.89	17.37																																							
																																														
																																														
Ambient temp N°1	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
Ambient temp N°2	1	0.0000	5.0000	0.00	100.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	16.128	1.01100000000000	0.196	1	10	Not used	Not used	Not used																																						
Chamber 2	16.128	0.812	0.282	1	Not used	Not used	Not used	Not used																																						
Chamber 3	16.128	1.091	0.245	1	Not used	Not used	Not used	Not used																																						
Chamber 4	16.128	1.076	0.234	1	Not used	Not used	Not used	Not used																																						
																																														
Chamber 6	16.128	0.768	0.309	1	Not used	Not used	Not used	Not used																																						
Chamber 7	16.128	0.818	0.214	1	Not used	Not used	Not used	Not used																																						
Chamber 8	16.128	0.949	0.248	1	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [V]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
7/16/2019/10:30:19	Flush	1018.4	0.0	28.6175	18.46	98.46	29.1725	18.46	98.60	28.4975	18.46	99.81	29.2862	18.46	98.75	NaN	18.34	NaN	28.5625	18.34	97.06	28.4937	18.34	98.07	28.4438	18.34	99.78	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3337	18.33	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:20	Flush	1018.4	0.0	28.6100	18.46	98.53	29.1738	18.46	98.58	28.4962	18.46	99.82	29.2900	18.46	98.72	NaN	18.33	NaN	28.5388	18.33	97.33	28.4962	18.33	98.05	28.4537	18.33	99.69	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3400	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:21	Flush	1018.4	0.0	28.6163	18.46	98.47	29.1825	18.46	98.50	28.5000	18.46	99.79	29.2838	18.46	98.77	NaN	18.34	NaN	28.5388	18.34	97.30	28.4900	18.34	98.09	28.4600	18.34	99.60	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3400	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:22	Flush	1018.4	0.0	28.6013	18.46	98.62	29.1900	18.46	98.43	28.5063	18.46	99.73	29.2862	18.46	98.75	NaN	18.34	NaN	28.5550	18.34	97.13	28.4900	18.34	98.09	28.4563	18.34	99.64	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3362	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:23	Flush	1018.4	0.0	28.6088	18.46	98.55	29.1900	18.46	98.43	28.5038	18.46	99.75	29.2775	18.46	98.83	NaN	18.34	NaN	28.5188	18.34	97.54	28.4900	18.34	98.11	28.4425	18.34	99.79	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3337	18.33	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:24	Flush	1018.4	0.0	28.6200	18.46	98.44	29.1837	18.46	98.49	28.5000	18.46	99.79	29.2700	18.46	98.90	NaN	18.33	NaN	28.5150	18.33	97.59	28.4975	18.33	98.04	28.4413	18.33	99.81	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3400	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:25	Flush	1018.4	0.0	28.6075	18.46	98.56	29.1738	18.46	98.58	28.5125	18.46	99.67	29.3012	18.46	98.61	NaN	18.34	NaN	28.5512	18.34	97.17	28.4988	18.34	98.00	28.4600	18.34	99.60	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3400	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
7/16/2019/10:30:26	Flush	1018.4	0.0	28.6125	18.46	98.51	29.1762	18.46	98.56	28.5138	18.46	99.66	29.2950	18.46	98.67	NaN	18.34	NaN	28.5550	18.34	97.13	28.4838	18.34	98.16	28.4525	18.34	99.68	NaN	NaN	NaN	NaN	18.4600	18.46	OFF	18.3400	18.34	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
