"Time","Q-S151 CO2","Probe Temp","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,448.47,26.8,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
1,448.43,26.8,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
2,448.47,26.8,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
3,448.54,26.8,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
4,448.58,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
5,448.51,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
6,448.51,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
7,448.80,26.9,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
8,448.73,26.9,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
9,448.54,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
10,448.51,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
11,448.47,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
12,448.43,26.9,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
13,448.54,26.9,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
14,448.47,26.9,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
15,448.43,26.9,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
16,448.39,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
17,448.43,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
18,447.99,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
19,448.28,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
20,448.13,27.0,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
21,447.99,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
22,447.88,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
23,447.84,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
24,447.76,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
25,447.76,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
26,447.76,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
27,447.80,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
28,447.80,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
29,447.54,27.0,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
30,447.80,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
31,447.84,27.0,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
32,447.54,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
33,447.88,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
34,447.95,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
35,448.17,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
36,448.36,27.1,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
37,448.47,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
38,448.28,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
39,448.28,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
40,448.28,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
41,448.21,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
42,448.17,27.1,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
43,448.21,27.1,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
44,448.21,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
45,448.17,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
46,448.13,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
47,447.99,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
48,448.02,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
49,447.80,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
50,447.80,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
51,447.80,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
52,447.80,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
53,447.69,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
54,447.73,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
55,447.65,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
56,447.58,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
57,447.73,27.1,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
58,447.91,27.1,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
59,447.91,27.1,-0.93,1.21,207,-0.932,,,,,,,,,,,,,,,,,,
60,447.65,27.1,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
61,447.80,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
62,447.88,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
63,448.10,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
64,448.21,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
65,448.10,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
66,447.99,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
67,447.95,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
68,447.91,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
69,447.99,27.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
70,448.02,27.2,-0.93,1.22,209,-0.932,,,,,,,,,,,,,,,,,,
71,447.91,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
72,447.88,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
73,447.88,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
74,447.80,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
75,447.84,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
76,447.36,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
77,447.76,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
78,447.13,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
79,446.69,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
80,446.58,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
81,446.43,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
82,446.24,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
83,446.21,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
84,446.17,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
85,446.10,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
86,446.17,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
87,446.13,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
88,446.24,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
89,446.32,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
90,446.50,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
91,446.58,27.2,-0.93,1.22,208,-0.932,,,,,,,,,,,,,,,,,,
92,446.24,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
93,446.73,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
94,446.73,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
95,446.91,27.2,-0.93,1.21,208,-0.932,,,,,,,,,,,,,,,,,,
