"Time","Q-S151 CO2","Temperature","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
837,496.61,23.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
838,497.20,23.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
839,496.76,23.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
840,496.94,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
841,497.05,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
842,497.65,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
843,497.80,23.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
844,498.02,23.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
845,498.09,23.2,4.02,1.24,214,4.020,,,,,,,,,,,,,,,,,,
846,498.28,23.2,4.02,1.24,214,4.020,,,,,,,,,,,,,,,,,,
847,498.43,23.2,4.02,1.24,214,4.020,,,,,,,,,,,,,,,,,,
848,498.69,23.2,4.02,1.24,214,4.020,,,,,,,,,,,,,,,,,,
849,498.83,23.2,4.02,1.24,214,4.021,,,,,,,,,,,,,,,,,,
850,499.13,23.2,4.02,1.24,214,4.021,,,,,,,,,,,,,,,,,,
851,499.35,23.2,4.02,1.24,214,4.021,,,,,,,,,,,,,,,,,,
852,499.83,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
853,500.09,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
854,500.35,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
855,500.20,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
856,499.91,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
857,499.28,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
858,498.54,23.2,4.02,1.24,215,4.021,,,,,,,,,,,,,,,,,,
859,497.57,23.2,4.02,1.24,215,4.020,,,,,,,,,,,,,,,,,,
860,496.28,23.2,4.02,1.24,215,4.020,,,,,,,,,,,,,,,,,,
861,494.50,23.2,4.02,1.24,215,4.020,,,,,,,,,,,,,,,,,,
862,492.94,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
863,491.01,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
864,489.20,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
865,487.01,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
866,484.90,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
867,483.31,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
868,481.57,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
869,479.82,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
870,478.23,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
871,477.01,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
872,475.56,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
873,474.75,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
874,473.67,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
875,472.93,23.2,4.02,1.24,216,4.019,,,,,,,,,,,,,,,,,,
876,472.19,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
877,471.89,23.2,4.02,1.24,216,4.019,,,,,,,,,,,,,,,,,,
878,471.04,23.2,4.02,1.24,216,4.019,,,,,,,,,,,,,,,,,,
879,470.71,23.2,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
880,470.45,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
881,470.15,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
882,469.97,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
883,469.82,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
884,469.75,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
885,469.67,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
886,469.71,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
887,469.63,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
888,469.56,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
889,469.60,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
890,469.52,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
891,469.52,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
892,469.52,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
893,469.71,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
894,469.56,23.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
895,469.56,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
896,469.67,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
897,469.71,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
898,469.71,23.2,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
899,469.78,23.2,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
900,469.75,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
901,469.60,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
902,469.71,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
903,469.71,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
904,469.75,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
905,469.89,23.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
906,469.86,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
907,470.04,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
908,469.82,23.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
909,470.12,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
910,470.23,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
911,470.00,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
912,470.08,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
913,470.15,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
914,470.23,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
915,470.34,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
916,470.34,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
917,470.41,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
918,470.34,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
919,470.30,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
920,470.49,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
921,470.52,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
922,470.45,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
923,470.38,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
924,470.38,23.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
925,470.38,23.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
926,470.30,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
927,470.12,23.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
928,469.89,23.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
929,469.75,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
930,469.49,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
931,469.34,23.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
932,469.08,23.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
933,468.89,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
934,468.63,23.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
935,468.45,23.2,4.02,1.25,216,4.016,,,,,,,,,,,,,,,,,,
936,468.56,23.1,4.02,1.25,216,4.015,,,,,,,,,,,,,,,,,,
937,468.26,23.1,4.02,1.25,216,4.014,,,,,,,,,,,,,,,,,,
938,468.04,23.2,4.01,1.24,215,4.013,,,,,,,,,,,,,,,,,,
939,468.04,23.1,4.01,1.24,215,4.012,,,,,,,,,,,,,,,,,,
940,468.04,23.1,4.01,1.24,216,4.011,,,,,,,,,,,,,,,,,,
941,468.00,23.1,4.01,1.24,216,4.010,,,,,,,,,,,,,,,,,,
942,467.93,23.1,4.01,1.24,216,4.008,,,,,,,,,,,,,,,,,,
943,467.86,23.1,4.01,1.24,215,4.006,,,,,,,,,,,,,,,,,,
944,467.56,23.1,4.00,1.24,215,4.005,,,,,,,,,,,,,,,,,,
945,467.45,23.1,4.00,1.24,215,4.003,,,,,,,,,,,,,,,,,,
946,467.30,23.1,4.00,1.24,214,4.001,,,,,,,,,,,,,,,,,,
947,467.08,23.1,4.00,1.24,214,4.000,,,,,,,,,,,,,,,,,,
948,466.78,23.1,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
949,466.56,23.1,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
950,466.56,23.1,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
951,466.41,23.1,4.00,1.24,213,3.996,,,,,,,,,,,,,,,,,,
952,466.34,23.1,4.00,1.24,214,3.996,,,,,,,,,,,,,,,,,,
953,466.52,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
954,466.67,23.1,3.99,1.24,214,3.994,,,,,,,,,,,,,,,,,,
955,467.08,23.1,3.99,1.24,213,3.994,,,,,,,,,,,,,,,,,,
956,467.26,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
957,467.45,23.1,3.99,1.24,214,3.992,,,,,,,,,,,,,,,,,,
958,467.63,23.1,3.99,1.24,214,3.992,,,,,,,,,,,,,,,,,,
959,467.67,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
960,467.71,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
961,467.63,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
962,467.71,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
963,467.82,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
964,467.93,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
965,467.89,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
966,468.08,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
967,468.04,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
968,468.15,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
969,468.23,23.1,3.99,1.24,216,3.989,,,,,,,,,,,,,,,,,,
970,468.37,23.1,3.99,1.25,216,3.989,,,,,,,,,,,,,,,,,,
971,468.78,23.1,3.99,1.25,216,3.988,,,,,,,,,,,,,,,,,,
972,468.74,23.1,3.99,1.25,216,3.988,,,,,,,,,,,,,,,,,,
973,468.97,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
974,469.19,23.1,3.99,1.25,216,3.987,,,,,,,,,,,,,,,,,,
975,469.67,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
976,469.60,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
977,469.78,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
978,470.12,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
979,470.26,23.1,3.99,1.25,216,3.987,,,,,,,,,,,,,,,,,,
980,470.38,23.1,3.99,1.24,216,3.987,,,,,,,,,,,,,,,,,,
981,470.56,23.1,3.99,1.24,215,3.987,,,,,,,,,,,,,,,,,,
982,470.67,23.1,3.99,1.23,213,3.988,,,,,,,,,,,,,,,,,,
983,470.86,23.1,3.99,1.23,213,3.988,,,,,,,,,,,,,,,,,,
984,471.01,23.1,3.99,1.23,213,3.988,,,,,,,,,,,,,,,,,,
985,471.23,23.1,3.99,1.23,213,3.988,,,,,,,,,,,,,,,,,,
986,471.49,23.1,3.99,1.23,213,3.989,,,,,,,,,,,,,,,,,,
987,471.82,23.1,3.99,1.23,213,3.989,,,,,,,,,,,,,,,,,,
988,471.97,23.1,3.99,1.23,213,3.989,,,,,,,,,,,,,,,,,,
989,472.08,23.1,3.99,1.23,213,3.990,,,,,,,,,,,,,,,,,,
990,472.19,23.1,3.99,1.23,213,3.990,,,,,,,,,,,,,,,,,,
991,472.27,23.1,3.99,1.23,213,3.990,,,,,,,,,,,,,,,,,,
992,472.15,23.1,3.99,1.24,213,3.991,,,,,,,,,,,,,,,,,,
993,472.30,23.1,3.99,1.24,213,3.991,,,,,,,,,,,,,,,,,,
994,472.52,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
995,472.52,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
996,472.71,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
997,472.86,23.1,3.99,1.23,213,3.991,,,,,,,,,,,,,,,,,,
998,473.27,23.1,3.99,1.24,213,3.991,,,,,,,,,,,,,,,,,,
999,473.60,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1000,473.78,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1001,473.64,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1002,474.27,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1003,474.41,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1004,474.45,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1005,474.60,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1006,474.86,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1007,474.97,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1008,475.01,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1009,475.12,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1010,475.34,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1011,475.45,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1012,475.30,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1013,475.34,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1014,475.49,23.1,3.99,1.24,214,3.989,,,,,,,,,,,,,,,,,,
1015,475.56,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1016,476.19,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1017,476.45,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1018,476.75,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1019,476.79,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1020,476.93,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1021,477.27,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1022,477.16,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1023,477.23,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1024,477.38,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1025,477.42,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1026,477.38,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1027,477.42,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1028,477.60,23.1,3.99,1.24,215,3.989,,,,,,,,,,,,,,,,,,
1029,477.68,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1030,478.12,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1031,478.34,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1032,478.64,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
1033,478.90,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
1034,479.12,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
1035,479.38,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
1036,479.60,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
1037,479.71,23.1,3.99,1.24,215,3.991,,,,,,,,,,,,,,,,,,
1038,479.90,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1039,480.05,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1040,480.23,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1041,480.82,23.1,3.99,1.24,215,3.990,,,,,,,,,,,,,,,,,,
1042,481.08,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1043,481.20,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1044,481.38,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1045,481.49,23.1,3.99,1.24,214,3.990,,,,,,,,,,,,,,,,,,
1046,481.57,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
1047,481.75,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
1048,481.94,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
1049,482.01,23.1,3.99,1.24,214,3.991,,,,,,,,,,,,,,,,,,
1050,482.12,23.1,3.99,1.24,214,3.992,,,,,,,,,,,,,,,,,,
1051,482.23,23.1,3.99,1.24,214,3.992,,,,,,,,,,,,,,,,,,
1052,482.20,23.1,3.99,1.24,214,3.992,,,,,,,,,,,,,,,,,,
1053,482.75,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
1054,482.90,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
1055,483.20,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
1056,483.31,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
1057,483.42,23.1,3.99,1.24,214,3.993,,,,,,,,,,,,,,,,,,
1058,483.57,23.1,3.99,1.23,213,3.994,,,,,,,,,,,,,,,,,,
1059,483.79,23.1,3.99,1.23,213,3.994,,,,,,,,,,,,,,,,,,
1060,484.01,23.1,3.99,1.23,213,3.994,,,,,,,,,,,,,,,,,,
1061,483.83,23.1,3.99,1.23,213,3.994,,,,,,,,,,,,,,,,,,
1062,484.23,23.1,3.99,1.23,213,3.994,,,,,,,,,,,,,,,,,,
1063,484.57,23.1,3.99,1.24,214,3.994,,,,,,,,,,,,,,,,,,
1064,484.79,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1065,485.09,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1066,485.05,23.1,4.00,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1067,485.35,23.1,3.99,1.24,213,3.995,,,,,,,,,,,,,,,,,,
1068,485.86,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1069,486.20,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1070,486.27,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1071,486.53,23.1,4.00,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1072,486.83,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1073,486.86,23.1,4.00,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1074,486.98,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1075,487.12,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1076,487.05,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1077,487.35,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1078,487.53,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1079,487.75,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1080,488.09,23.1,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1081,488.27,23.1,4.00,1.24,213,3.996,,,,,,,,,,,,,,,,,,
1082,488.27,23.1,4.00,1.24,214,3.996,,,,,,,,,,,,,,,,,,
1083,488.50,23.1,4.00,1.24,214,3.996,,,,,,,,,,,,,,,,,,
1084,488.68,23.1,4.00,1.24,215,3.996,,,,,,,,,,,,,,,,,,
1085,488.75,23.1,4.00,1.24,214,3.996,,,,,,,,,,,,,,,,,,
1086,488.94,23.1,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1087,488.83,23.1,3.99,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1088,489.16,23.1,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1089,489.27,23.1,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1090,489.31,23.1,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1091,489.50,23.1,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1092,489.64,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1093,490.05,23.0,4.00,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1094,490.24,23.0,4.00,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1095,490.50,23.1,4.00,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1096,490.83,23.0,3.99,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1097,490.94,23.0,3.99,1.24,213,3.995,,,,,,,,,,,,,,,,,,
1098,491.16,23.0,4.00,1.24,213,3.995,,,,,,,,,,,,,,,,,,
1099,491.35,23.0,4.00,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1100,491.42,23.0,3.99,1.24,214,3.995,,,,,,,,,,,,,,,,,,
1101,491.50,23.0,3.99,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1102,491.76,23.0,3.99,1.23,213,3.996,,,,,,,,,,,,,,,,,,
1103,491.87,23.0,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1104,492.02,23.0,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1105,492.27,23.0,4.00,1.23,213,3.998,,,,,,,,,,,,,,,,,,
1106,492.35,23.0,4.00,1.23,213,3.998,,,,,,,,,,,,,,,,,,
1107,492.61,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1108,492.79,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1109,492.87,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1110,493.16,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1111,493.31,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1112,493.35,23.0,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1113,493.35,23.0,4.00,1.23,213,3.997,,,,,,,,,,,,,,,,,,
1114,493.16,23.0,4.00,1.24,213,3.998,,,,,,,,,,,,,,,,,,
1115,493.24,23.0,4.00,1.24,213,3.998,,,,,,,,,,,,,,,,,,
1116,493.31,23.0,4.00,1.24,213,3.998,,,,,,,,,,,,,,,,,,
1117,493.42,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1118,493.57,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1119,493.68,23.0,4.00,1.24,213,3.999,,,,,,,,,,,,,,,,,,
1120,493.91,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1121,494.16,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1122,494.42,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1123,494.68,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1124,494.91,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1125,495.24,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1126,495.54,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1127,495.72,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1128,495.91,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1129,496.17,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1130,496.35,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1131,496.35,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1132,496.39,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1133,496.50,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1134,496.65,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1135,496.83,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1136,496.54,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1137,497.24,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1138,497.31,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1139,497.57,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1140,497.65,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1141,497.76,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1142,497.87,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1143,497.91,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1144,497.91,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1145,498.02,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1146,498.09,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
1147,498.13,23.0,4.00,1.24,215,3.999,,,,,,,,,,,,,,,,,,
1148,498.17,23.0,4.00,1.24,215,3.999,,,,,,,,,,,,,,,,,,
1149,498.31,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1150,498.43,23.0,4.00,1.24,214,3.999,,,,,,,,,,,,,,,,,,
1151,498.69,23.0,4.00,1.24,215,3.999,,,,,,,,,,,,,,,,,,
1152,498.83,23.0,4.00,1.24,215,3.999,,,,,,,,,,,,,,,,,,
1153,498.83,23.0,4.00,1.24,215,3.999,,,,,,,,,,,,,,,,,,
1154,499.32,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1155,499.54,23.0,4.00,1.24,215,3.998,,,,,,,,,,,,,,,,,,
1156,499.80,23.0,4.00,1.24,215,3.997,,,,,,,,,,,,,,,,,,
1157,499.95,23.0,4.00,1.24,215,3.997,,,,,,,,,,,,,,,,,,
1158,500.28,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1159,500.43,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1160,500.46,23.0,4.00,1.24,214,3.997,,,,,,,,,,,,,,,,,,
1161,500.69,23.0,4.00,1.24,214,3.998,,,,,,,,,,,,,,,,,,
