"Time","Q-S151 CO2","Temperature","Q-S102 O2","Q-G265 Flow V","Flow","AvgO2","animal #","note","animal # a","note a","iCO2","FiCO2","eCO2","FeCO2","iO2","FiO2","eO2","FeO2","Flow Rate","Assumed RQ","VCO2 (Assum.RQ)","VCO2 (from %O2)","VO2 (from %CO2)","calc. RQ"
0,462.30,24.1,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
1,462.41,24.1,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
2,462.52,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
3,462.48,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
4,462.56,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
5,462.52,24.1,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
6,462.56,24.1,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
7,462.56,24.1,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
8,462.59,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
9,462.30,24.1,4.01,1.24,214,4.017,,,,,,,,,,,,,,,,,,
10,462.59,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
11,462.59,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
12,462.59,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
13,462.33,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
14,462.45,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
15,462.41,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
16,462.48,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
17,462.37,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
18,462.45,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
19,462.41,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
20,462.04,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
21,461.82,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
22,461.82,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
23,461.70,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
24,461.67,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
25,461.56,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
26,461.59,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
27,461.52,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
28,461.56,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
29,461.56,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
30,461.48,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
31,461.96,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
32,462.00,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
33,462.11,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
34,462.22,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
35,462.19,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
36,461.93,24.2,4.01,1.24,215,4.016,,,,,,,,,,,,,,,,,,
37,462.00,24.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
38,462.45,24.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
39,461.74,24.2,4.02,1.24,215,4.016,,,,,,,,,,,,,,,,,,
40,461.93,24.2,4.01,1.24,215,4.016,,,,,,,,,,,,,,,,,,
41,462.37,24.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
42,462.19,24.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
43,462.22,24.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
44,462.00,24.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
45,462.00,24.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
46,461.89,24.2,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
47,461.89,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
48,461.70,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
49,461.74,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
50,461.59,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
51,461.45,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
52,461.41,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
53,461.37,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
54,461.19,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
55,461.19,24.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
56,461.04,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
57,461.00,24.3,4.02,1.24,216,4.016,,,,,,,,,,,,,,,,,,
58,461.04,24.3,4.02,1.25,216,4.016,,,,,,,,,,,,,,,,,,
59,461.07,24.3,4.02,1.25,216,4.016,,,,,,,,,,,,,,,,,,
60,461.19,24.3,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
61,461.48,24.2,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
62,461.45,24.3,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
63,461.59,24.3,4.02,1.25,216,4.017,,,,,,,,,,,,,,,,,,
64,461.70,24.3,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
65,461.85,24.3,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
66,462.00,24.3,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
67,462.00,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
68,462.08,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
69,461.96,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
70,461.96,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
71,461.89,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
72,461.85,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
73,461.70,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
74,461.67,24.3,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
75,461.74,24.3,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
76,461.70,24.3,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
77,461.74,24.3,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
78,461.59,24.3,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
79,461.70,24.3,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
80,461.30,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
81,461.30,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
82,461.30,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
83,461.30,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
84,461.22,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
85,461.19,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
86,461.33,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
87,461.30,24.3,4.02,1.24,216,4.017,,,,,,,,,,,,,,,,,,
88,461.26,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
89,461.15,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
90,461.33,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
91,461.30,24.2,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
92,461.37,24.3,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
93,461.45,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
94,461.45,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
95,461.63,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
96,461.26,24.3,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
97,461.59,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
98,461.45,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
99,461.74,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
100,461.78,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
101,461.82,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
102,461.78,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
103,461.74,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
104,461.82,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
105,461.70,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
106,461.67,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
107,461.70,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
108,461.70,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
109,461.74,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
110,461.70,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
111,461.48,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
112,461.45,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
113,461.41,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
114,461.41,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
115,461.33,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
116,461.15,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
117,461.22,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
118,461.15,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
119,461.11,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
120,461.15,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
121,461.30,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
122,461.33,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
123,461.45,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
124,461.67,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
125,461.93,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
126,462.00,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
127,462.11,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
128,462.19,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
129,462.22,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
130,462.30,24.2,4.02,1.24,213,4.017,,,,,,,,,,,,,,,,,,
131,462.26,24.2,4.02,1.24,213,4.017,,,,,,,,,,,,,,,,,,
132,462.22,24.2,4.02,1.24,213,4.017,,,,,,,,,,,,,,,,,,
133,462.26,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
134,462.19,24.2,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
135,461.93,24.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
136,462.04,24.2,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
137,462.19,24.2,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
138,462.19,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
139,462.15,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
140,462.00,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
141,461.74,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
142,461.56,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
143,461.52,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
144,461.45,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
145,461.56,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
146,461.45,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
147,461.48,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
148,461.48,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
149,461.19,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
150,461.30,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
151,461.45,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
152,461.82,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
153,461.89,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
154,462.08,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
155,462.30,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
156,462.26,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
157,462.30,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
158,462.30,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
159,462.37,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
160,462.41,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
161,462.22,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
162,462.33,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
163,462.37,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
164,462.37,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
165,462.45,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
166,462.37,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
167,462.30,24.2,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
168,462.37,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
169,462.30,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
170,462.33,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
171,462.00,24.2,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
172,461.70,24.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
173,461.70,24.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
174,461.70,24.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
175,461.67,24.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
176,461.67,24.2,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
177,461.63,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
178,461.63,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
179,461.67,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
180,461.67,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
181,461.78,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
182,461.93,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
183,462.04,24.1,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
184,462.30,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
185,462.41,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
186,462.41,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
187,462.56,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
188,462.48,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
189,462.41,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
190,462.52,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
191,462.67,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
192,462.63,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
193,462.59,24.1,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
194,462.63,24.1,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
195,462.67,24.1,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
196,462.63,24.1,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
197,462.63,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
198,462.48,24.1,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
199,462.56,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
200,462.52,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
201,462.45,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
202,462.48,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
203,462.45,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
204,462.56,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
205,462.26,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
206,462.08,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
207,462.22,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
208,461.85,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
209,461.85,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
210,461.78,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
211,461.78,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
212,461.96,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
213,461.82,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
214,461.96,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
215,462.04,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
216,462.15,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
217,462.37,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
218,462.37,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
219,462.37,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
220,462.37,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
221,462.63,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
222,462.56,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
223,462.48,24.1,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
224,462.52,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
225,462.48,24.1,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
226,462.56,24.1,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
227,462.56,24.1,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
228,462.67,24.0,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
229,462.56,24.0,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
230,462.59,24.0,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
231,462.52,24.0,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
232,462.08,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
233,461.96,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
234,461.93,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
235,461.78,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
236,461.63,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
237,461.56,24.0,4.02,1.24,213,4.019,,,,,,,,,,,,,,,,,,
238,461.45,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
239,461.30,24.0,4.02,1.23,213,4.019,,,,,,,,,,,,,,,,,,
240,461.37,24.0,4.02,1.24,213,4.019,,,,,,,,,,,,,,,,,,
241,461.30,24.0,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
242,461.41,24.0,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
243,461.37,24.0,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
244,461.78,24.0,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
245,461.82,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
246,461.82,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
247,461.63,24.0,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
248,461.63,24.0,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
249,462.00,24.0,4.02,1.23,213,4.018,,,,,,,,,,,,,,,,,,
250,461.93,24.0,4.02,1.24,213,4.018,,,,,,,,,,,,,,,,,,
251,461.78,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
252,461.82,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
253,461.89,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
254,461.78,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
255,461.30,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
256,461.41,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
257,461.30,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
258,461.41,24.0,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
259,461.56,24.0,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
260,461.59,24.0,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
261,461.67,24.0,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
262,461.56,24.0,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
263,461.33,24.0,4.02,1.24,215,4.017,,,,,,,,,,,,,,,,,,
264,461.33,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
265,461.37,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
266,461.37,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
267,461.33,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
268,461.33,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
269,461.26,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
270,461.30,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
271,461.37,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
272,461.41,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
273,461.56,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
274,461.59,24.0,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
275,461.70,24.0,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
276,461.74,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
277,461.96,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
278,462.08,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
279,462.19,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
280,462.19,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
281,462.22,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
282,461.67,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
283,462.41,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
284,462.52,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
285,462.56,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
286,462.52,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
287,462.63,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
288,462.67,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
289,462.56,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
290,462.41,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
291,462.56,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
292,462.52,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
293,462.08,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
294,461.74,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
295,461.74,23.9,4.02,1.24,215,4.018,,,,,,,,,,,,,,,,,,
296,461.59,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
297,461.48,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
298,461.45,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
299,461.33,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
300,461.30,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
301,461.26,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
302,461.22,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
303,461.37,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
304,461.41,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
305,461.48,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
306,461.15,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
307,461.63,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
308,461.59,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
309,461.63,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
310,461.63,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
311,461.67,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
312,461.67,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
313,461.96,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
314,461.89,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
315,461.93,23.9,4.02,1.24,213,4.017,,,,,,,,,,,,,,,,,,
316,462.08,23.9,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
317,461.96,23.9,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
318,461.96,23.9,4.02,1.24,214,4.017,,,,,,,,,,,,,,,,,,
319,461.93,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
320,462.08,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
321,461.96,23.9,4.02,1.24,214,4.018,,,,,,,,,,,,,,,,,,
322,461.82,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
323,461.56,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
324,461.48,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
325,461.37,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
326,461.26,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
327,461.22,23.9,4.02,1.24,214,4.019,,,,,,,,,,,,,,,,,,
328,461.11,23.9,4.02,1.24,215,4.019,,,,,,,,,,,,,,,,,,
